SimFin ID,Company,Ticker,ISIN,Price Close,MCAP,Volume (SMA 2m),Cash and eq.,Cur. liab.,Liabilities,Assets,D&A,CROIC,Taxes
6480942,"Americold Realty Trust, Inc.",COLD,US03064D1081,35.92,7248189040,1045587.59524,298709000,2411960000,2481770000,4612776000,196818000,0.03294,3088000
65735,AMGEN INC,AMGN,US0311621009,248.08,145298911702,2611933.07143,11421000000,10523000000,54352000000,65011000000,3037000000,0.2431,-1011000000
65820,AMPHENOL CORP /DE/,APH,US0320951017,27.47,32785649706,5055757.2381,1314000000,1785200000,6403600000,11203900000,292300000,0.18687,-287700000
65917,ANALOG DEVICES INC,ADI,US0326541051,115.49,42635011021,3376931.61905,1090264000,1687776000,9822008000,21599568000,813871000,0.09815,-70205000
925650,"Anaplan, Inc.",PLAN,US03272L1089,57.68,8062020235,2720374.45238,304894000,302450000,358747000,640891000,23531000,-0.46463,-4738000
11790995,Anheuser-Busch InBev SA/NV,BUD,US03524A1088,58,113643989308,1644406.54762,8116542834,38580707426,168416602857,262041422740,5215410241,,
1145420,ANNALY CAPITAL MANAGEMENT INC,NLY,US0357104092,30.52,10703649995,2669808.30952,,79539691000,79661050000,93458653000,31916000,-0.1335,32148000
67471,Aon plc,AON,IE00BLP1HW54,201.67,46716923261,1486257.33333,1411000000,17383000000,28300000000,31995000000,,,-389000000
817726,Apollo Global Management LLC,APO,US03769M1062,44.47,10193897234,1098945.7381,5722943000,3474100000,13716471000,17958408000,16915000,-0.00626,321075000
111052,APPLE INC,AAPL,US0378331005,110.34,1887093822240,192619642.54762,93025000000,189366000000,245062000000,317344000000,11533000000,0.34827,-9893000000
67102,APPLIED MATERIALS INC /DE,AMAT,US0382221051,56.34,51454350924,8552759.66667,4756000000,4285000000,11602000000,21171000000,371000000,0.23126,-577000000
378125,Aptiv PLC,APTV,JE00B783TY65,83.29,22490413400,1481496.95238,1885000000,2859000000,8154000000,15280000000,720000000,0.06457,-64000000
361112,Aramark,ARMK,US03852U1060,20.39,7144069314,3547298.64286,2417255000,2119314000,12716373000,15622073000,589136000,0.02885,97059000
18500276,ArcelorMittal S.A.,MT,US03938L2034,13.74,13905971245,3524222.16667,4867000000,21287000000,28475000000,87908000000,1113000000,,-459000000
445596,Arch Capital Group LTD,ACGL,BMG0450A1053,30.42,12349676758,1323887.52381,854259000,,28472748000,41199648000,75013000,0.08038,-119524000
66997,ARCHER DANIELS MIDLAND CO,ADM,US0394831020,47.77,26543251888,2715704.59524,1203000000,12809000000,24945000000,44341000000,989000000,-0.13463,-156000000
536189,"Arista Networks, Inc.",ANET,US0404132054,12.65,15387581440,12344485.71429,2781771000,640181000,1299368000,4335851000,37262000,0.23276,-19200000
66790,AT&T INC.,T,US00206R1023,21.96,156465619601,42544273,16941000000,69469000000,354445000000,547901000000,28417000000,0.05955,-3608000000
1204607,Atlassian Corp Plc,TEAM,GB00BZ09BD16,168.25,37959050750,1760521.78571,2156041000,3018779000,3318766000,3894072000,97398000,0.13295,-4445000
591496,AUTOMATIC DATA PROCESSING INC,ADP,US0530151036,137.87,59279330387,2328691.42857,1908500000,30126600000,33413300000,39165500000,480000000,0.26201,-716100000
378100,Avago Technologies,AVGO_old,n/a,36.59,101167535493,20228690.47619,1822000000,1119000000,5878000000,10592000000,962000000,0.29499,-76000000
1033572,"Avantor, Inc.",AVTR,US05352A1007,22.49,12967018818,4998721.92857,415300000,1053700000,7326200000,9867000000,391900000,0.10869,-30800000
702906,Axalta Coating Systems Ltd.,AXTA,BMG0750C1082,24.64,5799269094,2322087.19048,1123600000,860900000,5410000000,6668600000,335900000,0.09255,-5500000
1312108,AZEK Co Inc.,AZEK,US05478C1053,33.07,5113797308,1043211.57143,215111000,107591000,660809000,1930322000,99520000,0.03785,3324000
679135,Baker Hughes Company,BKR,US05722G1004,15.19,15702708404,6812187.38095,4132000000,10567000000,19958000000,37523000000,1403000000,0.10369,-304000000
247618,BALL CORP,BALL,US0584981064,84.1,27464277299,1624012.21429,643000000,4126000000,13780000000,16610000000,676000000,0.06604,-49000000
71941,BANK OF AMERICA CORP /DE/,BAC,US0605051046,25.35,219634878419,58396776.38095,289346000000,,2476051000000,2741688000000,4377000000,,-3044000000
467599,Bank of New York Mellon Corp,BK,US0640581007,35.56,31501242550,4640857.35714,4776000000,,398350000000,442316000000,1424000000,0.0201,-1100000000
854462,BASF,BAS.DE,DE000BASF111,65.34,60013417860,2676560.57143,4603550317,24560360248,54051992398,101908171030,4656150226,-0.01144,-753896267
185942,"Bath & Body Works, Inc.",BBWI,US0708301041,30.32,8425595026,6316682.19048,2611000000,3433000000,12784000000,10880000000,559000000,0.12938,-35000000
542074,Bausch Health Companies Inc.,BHC,CA0717341071,17.38,6169781121,4774387.95238,896000000,4718000000,30850000000,31396000000,1973000000,0.0894,109000000
254808,BAXTER INTERNATIONAL INC,BAX,US0718131099,82.32,41672996178,3223886.59524,4085000000,2880000000,11305000000,19465000000,797000000,0.10394,11000000
849702,Bayer,BAYN.DE,DE000BAY0017,67.2,66018624000,2822464.88095,2525773412,24893599030,84626098866,138452989571,6140515435,0.07356,-617330383
71373,BECTON DICKINSON & CO,BDX,US0758871091,222.24,66030896442,1505146.04762,2904000000,6067000000,29937000000,53959000000,2154000000,0.07889,68000000
60362,BED BATH & BEYOND INC,BBBY,US0758961009,72.13,9088957040,7805490.07143,1150459000,2464037000,6233257000,7694347000,342570000,-0.09845,275191000
1161717,BERKLEY W R CORP,WRB,US0844231029,28.26,11662869367,1444719.88095,2430826000,,21477901000,27323292000,126163000,0.06507,-95652000
470977,BERRY GLOBAL GROUP INC,BERY,US08579W1036,46.83,6762317562,1264639.54762,906000000,1995000000,14862000000,16731000000,854000000,0.12691,-166000000
71192,BEST BUY CO INC,BBY,US0865161014,105.63,27340439265,2631854.16667,5305000000,10080000000,13634000000,17412000000,825000000,0.72857,-506000000
917697,"BEYOND MEAT, INC.",BYND,US08862E1091,157.22,9817558407,4205248.07143,222334000,66275000,128064000,517974000,10004000,-0.28703,-3000
71079,BIOGEN INC.,BIIB,US09062X1037,275.37,43594780509,1205110.88095,4327600000,3447100000,14222600000,25511800000,675300000,0.42207,-1225500000
135371,BIOMARIN PHARMACEUTICAL INC,BMRN,US09061G1013,78.36,14210554421,2770999.83333,1380372000,813302000,2065431000,5302110000,107709000,-0.02269,63138000
1212484,BioNTech SE,BNTX,US09075V1026,66.78,15323494798,3586664.42857,576716355,152965274,336792235,883238204,37960391,-0.46244,300135
1234040,"BJ's Wholesale Club Holdings, Inc.",BJ,US05550J1016,39,5378997000,2179900.57143,168811000,1764235000,5174919000,5294020000,161500000,0.25988,-94089000
498254,Blackstone Group L.P.,BX,US09260D1072,52.2,35028845861,2870680.47619,1976512000,15710405000,16348351000,28844381000,70999000,0.21793,139131000
83293,"Block, Inc.",SQ,US8522341036,145.64,64595963779,11416516.85714,2687110000,3632516000,5885965000,7812272000,78961000,0.77349,-2897000
825112,BMW Group,BMW.DE,DE0005190003,76.79,50461999989,1546404.95238,16121260374,73340138615,152283075917,203373825674,6827473808,0.01034,-3047927822
70844,BOEING CO,BA,US0970231058,167.53,94562097077,26855396.21429,32430000000,92482000000,174254000000,162872000000,2307000000,-0.31219,3212000000
70746,BORGWARNER INC,BWA,US0997241064,34.84,8202755756,3016809.40476,2003000000,1970000000,5574000000,10337000000,449000000,0.14762,-347000000
70579,BOSTON PROPERTIES INC,BXP,US1011211018,87.87,13675542006,1294626.42857,1691047000,13575197000,14447628000,23000777000,685041000,,
239516,BOSTON SCIENTIFIC CORP,BSX,US1011371077,39.67,56754864080,7181813.54762,1724000000,3109000000,15208000000,30825000000,,,4058000000
255210,BRISTOL MYERS SQUIBB CO,BMY,US1101221083,59.4,133883717319,9731455.09524,21658000000,23421000000,78916000000,128076000000,6442000000,0.17369,-3083000000
686523,Broadcom Inc.,AVGO,US11135F1012,36.59,148007037013,20228690.47619,8857000000,6702000000,55713000000,79298000000,1883000000,0.07397,431000000
179036,"Burlington Stores, Inc.",BURL,US1220171060,213.59,14131877557,1027267.2619,1077146000,1225197000,6107674000,6369934000,216512000,-0.10558,180350000
378101,C. H. Robinson Worldwide,CHRW,US12541W2098,103.57,13963659849,1503438.7381,362236000,1673380000,3121361000,4825689000,100958000,0.34799,-118630000
107614,CADENCE DESIGN SYSTEMS INC,CDNS,US1273871087,101.15,28200013100,1524500.28571,1189186000,1151887000,1742866000,3999497000,131494000,0.05031,513486000
821879,CAESARS ENTERTAINMENT Corp,CZR,US12769G1004,55.4,8910181883,5912950.5,986554000,476002000,4531998000,6148447000,,,31661000
249099,CAMPBELL SOUP CO,CPB,US1344291091,45.59,13775676181,2205687.2381,1242000000,3269000000,10137000000,12718000000,338000000,0.10043,-120000000
102322,CANADIAN PACIFIC RAILWAY LTD/CN,CP,CA13645T1003,60.93,41290321293,1760975,277000000,1668000000,16097000000,23562000000,750000000,,-817000000
378103,Capital One Financial,COF,US14040H1059,75.98,34695185425,2988832.92857,4583000000,,365251000000,421296000000,3558000000,-0.01429,461000000
159950,CARDINAL HEALTH INC,CAH,US14149Y1082,47.3,13832604937,2310290.45238,2771000000,23615000000,38974000000,40766000000,913000000,0.48331,79000000
327637,CARMAX INC,KMX,US1431301027,102.99,16907070436,1016660.38095,658022000,1151006000,16394222000,19972532000,222645000,0.01386,-187226000
288836,CARNIVAL CORP,CCL,PA1436583006,16.24,9754773648,37131666.38095,6881000000,11858000000,28976000000,49817000000,2248000000,-0.08901,-62000000
10383308,Carnival Corporation & plc,CUK,US14365C1036,13.48,8096942659,1678870.2381,6881000000,11858000000,28976000000,49817000000,,,
1169063,Carrier Global Corp,CARR,US14448C1045,30.66,26556617919,4832446.88095,2704000000,4789000000,19810000000,24176000000,327000000,0.14582,-611000000
717670,CARVANA CO.,CVNA,US1468691027,166.44,28400465266,1841919.11905,246299000,373263000,1503725000,2476806000,57875000,-0.27626,238000
1169061,"Catalent, Inc.",CTLT,US1488061029,84.23,13711636862,1002589.5,953200000,893200000,4271100000,7776500000,253700000,-0.00357,-38962841
253953,CATERPILLAR INC,CAT,US1491231015,153.87,83321616695,3181797.83333,8784000000,25231000000,62789000000,76566000000,2511000000,0.11698,-1446000000
378105,CBRE Group,CBRE,US12504L1098,49.57,16619720397,1609001.52381,1214213000,5852898000,9415363000,15700414000,457100000,0.07639,-33481000
378107,Centene Corporation,CNC,US15135B1017,60.42,35011549546,2957185.07143,14356000000,21918000000,43142000000,68347000000,948000000,0.07887,-964000000
378108,CenterPoint Energy,CNP,US15189T1079,19.29,10509558008,5467590.71429,921000000,4309000000,23756000000,32148000000,1213000000,-0.00346,231000000
1050283,Ceridian HCM Holding Inc.,CDAY,US15677J1088,75.59,11102786040,1540787.83333,526900000,2744500000,3868200000,5853900000,52000000,-0.0187,52700000
259186,CERNER CORP /MO/,CERN,US1567821046,71.78,21920287731,1621667.38095,441018000,1006802000,2861325000,6879341000,695421000,0.16062,-131341000
119051,"CF Industries Holdings, Inc.",CF,US1252691001,34.64,7408801156,2457133.71429,563000000,615000000,6374000000,11950000000,885000000,0.14177,-78000000
378109,Charles Schwab Corporation,SCHW,US8085131055,35.81,46146265794,8260115.19048,33574000000,,369669000000,400484000000,387000000,0.04787,-1014000000
1250715,CHECK POINT SOFTWARE TECHNOLOGIES LTD,CHKP,IL0010824113,119.98,19080981866,1219387.14286,1579300000,1396700000,2196100000,5764900000,24000000,0.24707,-136700000
987221,"CHEGG, INC",CHGG,US1630921096,65.26,8112747368,3336527.09524,702594000,90493000,1041500000,1539878000,36147000,-0.00342,-3234000
260533,CHENIERE ENERGY INC,LNG,US16411R2085,50.83,12822015364,1310505.38095,2039000000,1464000000,32850000000,35846000000,912000000,0.03359,326000000
248396,CHEVRON CORP,CVX,US1667641005,78.79,147122032483,9458854.2381,6914000000,20825000000,89017000000,223403000000,31795000000,0.04231,2025000000
951287,"Chewy, Inc.",CHWY,US16679L1098,54.42,22128795457,4447186.7381,153842000,1209140000,1522453000,1144841000,31402000,3.19252,0
80874,CHIPOTLE MEXICAN GRILL INC,CMG,US1696561059,24.51,34274324438,15675508.33333,906663000,723178000,3665633000,5370129000,225753000,0.01993,-35015000
378112,Chubb Limited,CB,CH0044328745,117.03,52823350224,1635748.97619,1557000000,,126406000000,181474000000,,,-552000000
378113,Church & Dwight,CHD,US1713401024,92.06,22767537565,1321491.64286,451700000,996600000,3920200000,6919000000,185900000,0.24136,-192500000
49697,CIENA CORP,CIEN,US1717793095,41.13,6347162968,2728265.16667,1164153000,720491000,1626321000,4055188000,130436000,0.15025,-76424000
378114,CIGNA Corp.,CI,US1255231003,169,62056906301,1905782.19048,7185000000,,112223000000,159628000000,3227000000,,-1423000000
331923,CINTAS CORP,CTAS,US1729081059,81.25,33978113000,1809869.71429,145402000,885195000,4434683000,7669885000,235905000,0.1884,-181931000
82202,"CISCO SYSTEMS, INC.",CSCO,US17275R1023,40.37,170903379240,23114800.83333,29419000000,25331000000,56933000000,94853000000,1808000000,0.25523,-2756000000
89126,CITIGROUP INC,C,US1729674242,45.53,94787308624,21985413.35714,22889000000,,2040413000000,2232715000000,3875000000,-0.00483,-2489000000
378202,Citizens Financial Group,CFG,US1746101054,27.49,11733520716,5491869.11905,1088000000,,157456000000,179874000000,674000000,-0.07502,-271000000
131663,CITRIX SYSTEMS INC,CTXS,US1773761002,133.94,16545874473,1620876.21429,867670000,1992533000,4641710000,4548114000,-46610000,0.16272,168291000
1328920,CLARIVATE Plc,CLVT,JE00BJJN4441,29.45,11407019255,1067872.42857,608522000,711396000,2827595000,5210184000,206908000,0.04906,-15617000
218764,CLOROX CO /DE/,CLX,US1890541097,206.85,26107273024,1519054.66667,871000000,1418000000,5305000000,6213000000,180000000,0.37643,-246000000
961018,"Cloudflare, Inc.",NET,US18915M1071,36.1,11036712499,5494443.28571,1069091000,120747000,528437000,1364055000,38432000,-0.15006,1864000
378116,CME Group Inc.,CME,US12572Q1058,170.71,61220769446,1612887.69048,1493500000,80201400000,90375900000,117214800000,463200000,0.11065,-622500000
378117,CMS Energy,CMS,US1258961002,61.34,17560457770,1733357.07143,1587000000,3123000000,23330000000,28581000000,1017000000,0.01103,-133000000
14159399,CNH Industrial N.V.,CNHI,NL0010545661,8.28,11179093929,1721151.07143,,,,,625000000,,-455000000
82117,COCA COLA CO,KO,US1912161007,50.55,217134437355,14608172.42857,17588000000,26848000000,75500000000,94689000000,1511000000,0.12821,-1511000000
849813,"COCA-COLA REFRESHMENTS USA, INC.",CCE,n/a,43.72,21973499131,1497768.45238,1160000000,4556000000,15025000000,16269000000,1033000000,0.1447,-262000000
128066,COGNIZANT TECHNOLOGY SOLUTIONS CORP,CTSH,US1924461023,70.12,38021920829,2735724.45238,4582000000,3212000000,7244000000,18216000000,533000000,0.27124,-610000000
255327,COLGATE PALMOLIVE CO,CL,US1941621039,76.71,65771168421,3246464.19048,997000000,4580000000,14409000000,15141000000,529000000,0.46391,-718000000
106366,COMCAST CORP,CMCSA,US20030N1019,45.58,208214025986,16217557.59524,13935000000,28445000000,179931000000,265978000000,12885000000,0.09472,-3282000000
378118,Comerica Inc.,CMA,US2003401070,40.77,5668634218,1563732.7381,1048000000,,76595000000,84397000000,114000000,0.01361,-168000000
326285,CONAGRA FOODS INC /DE/,CAG,US2058871029,34.8,17000428940,2504146.92857,553300000,3287400000,14353300000,22304000000,388900000,0.10091,-201300000
378119,Concho Resources,CXO,n/a,48.74,9587515703,1904361.2619,320000000,760000000,4860000000,12780000000,1816000000,-0.27679,1606000000
378120,ConocoPhillips,COP,US20825C1045,36.09,38708914519,6901832.33333,6892000000,4105000000,31553000000,63046000000,5623000000,0.11517,-856000000
378121,Consolidated Edison,ED,US2091151041,75.93,25398326458,2394550.61905,1144000000,6705000000,40640000000,59081000000,1799000000,0.07412,-233000000
101392,"CONTINENTAL RESOURCES, INC",CLR,US2120151012,14.61,5334535917,2679029.38095,6656000,610114000,8195106000,14766358000,1865249000,0.00807,39328000
186450,COOPER COMPANIES INC,COO,US2166484020,86.94,18549657852,1307021.42857,127400000,1128700000,2988000000,6748400000,280600000,0.03788,-23100000
287342,COPART INC,CPRT,US2172041061,25.56,24058640055,5753550.57143,306387000,286568000,880572000,3161583000,98381000,0.14358,-98156000
261761,CORNING INC /NY,GLW,US2193501051,32.82,25001498494,4863968.16667,2158000000,3020000000,15413000000,27546000000,1522000000,0.03032,-66000000
1169062,"Corteva, Inc.",CTVA,US22052L1044,29.58,22142671020,4673515.33333,2869000000,7529000000,17379000000,42180000000,1098000000,0.02474,62000000
486790,COSTAR GROUP INC,CSGP,US22160N1090,83.08,32706185018,2153666.19048,3548405000,263365000,1254709000,6479030000,94987000,0.06103,-69134000
217867,COSTCO WHOLESALE CORP /NEW,COST,US22160K1051,338.88,149532494400,1923924.52381,11774000000,22779000000,34529000000,51732000000,1613000000,0.18016,-1225000000
378102,Coterra Energy Inc.,CTRA,US1270971039,19.41,7736435490,4600205.90476,117164000,381388000,2361891000,4527870000,412085000,0.05815,-113162000
811353,Coupa Software Inc,COUP,US22266L1061,244.83,16856099420,1240923.19048,1342075000,922829000,1853895000,2280944000,40143000,-0.01844,5545000
854465,Covestro,1COV.DE,DE0006062144,52.84,9662569955,1233974.30952,1362747996,2806047089,7015669443,13245689838,846097036,0.07292,-167008723
1039026,"CrowdStrike Holdings, Inc.",CRWD,US22788C1053,128.58,28216721304,5960628.57143,1064734000,603292000,824937000,1616952000,30454000,0.001,-2244000
378122,Crown Castle International Corp.,CCI,US22822V1017,162.65,68259046881,1765147.02381,2514000000,1964000000,31075000000,40901000000,1586000000,0.04037,-22000000
248102,CSX CORP,CSX,US1264081035,26.5,60821677646,10683779.78571,2594000000,2347000000,26741000000,38904000000,1370000000,0.1494,-875000000
117529,CubeSmart,CUBE,US2296631094,32.61,6318113541,1024997.7381,3457000,351613000,2204216000,4024340000,168104000,,
256275,CVS HEALTH Corp,CVS,US1266501006,58.41,76441368515,7884260.64286,17465000000,63694000000,167140000000,235495000000,,,-2935000000
378124,D. R. Horton,DHI,US23331A1097,73.32,88821586685,3596568.69048,2353500000,1123500000,6646800000,17973900000,77000000,0.43992,-533800000
89750,DANAHER CORP /DE/,DHR,US2358511028,207.15,146954040585,2036730.2381,5539300000,5599900000,34995500000,71268400000,1305200000,0.08544,-730600000
108420,DARDEN RESTAURANTS INC,DRI,US2371941053,91.62,11928918045,1996918.04762,763300000,1792800000,7614900000,9946100000,355900000,0.02292,111800000
1234767,DARLING INGREDIENTS INC.,DAR,US2372661015,35.14,5833204860,1280397.7381,76185000,606296000,2628800000,5327154000,334841000,0.035,-84663000
963381,"Datadog, Inc.",DDOG,US23804L1035,87.25,26466018623,4309120.30952,1465799000,241408000,870835000,1783706000,14996000,-0.01989,-1131000
349826,DAVITA INC.,DVA,US23918K1088,90.14,10997080000,1094481.7381,3083025000,4274563000,15729337000,19305091000,626437000,0.13968,-321716000
1054410,DECKERS OUTDOOR CORP,DECK,US2435371073,35.55,5976956301,2015783.85714,661941000,394998000,711638000,1848566000,37843000,0.30285,-74879000
373449,DEERE & CO,DE,US2441991054,219.94,68923646254,1679914.38095,8830000000,30336000000,64373000000,77264000000,2111000000,0.17699,-856000000
59180,Dell Technologies Inc.,DELL,US24703L2025,33.74,49708232820,4101925.38095,11221000000,54288000000,116108000000,121276000000,5685000000,0.05438,1363000000
231789,DELTA AIR LINES INC /DE/,DAL,US2473617023,33.96,21661615094,21461707.47619,15668000000,20150000000,63571000000,72261000000,,,618000000
378126,Dentsply Sirona,XRAY,US24906P1093,47.72,10426647826,1605150.33333,1109100000,763000000,3958800000,8604200000,315200000,0.05679,-42700000
1088259,Deutsche Bank AG,DBK.DE,n/a,9.22,19463420000,10576072.71429,152356256708,,1368091462496,1436920410115,4471791516,-0.03647,-2945357297
854468,Deutsche Post,DPW.DE,DE0005552004,46.86,57212790718,3064674.33333,3313629339,17583311194,41329332964,57541068645,4249300838,0.1233,-650547084
1099105,Deutsche Telekom,DTE.DE,DE0005557508,18,85374000000,9209694.7381,4499826987,36278889579,140984280182,191608988954,19893737286,0.0887,-2128998957
352596,DEXCOM INC,DXCM,US2521311074,96.55,36975640343,3137435.2381,2508800000,400100000,2167900000,3521800000,55500000,0.03085,-4000000
896740,"Diamondback Energy, Inc.",FANG,US25278X1090,33.79,5332875934,2241488.28571,51000000,1061000000,8502000000,20337000000,1516000000,0.08103,620000000
179423,DICKS SPORTING GOODS INC,DKS,US2533931026,58.55,5217520715,2687351.07143,1061141000,2283377000,5222273000,7152569000,304492000,0.24519,-99558000
378127,Discover Financial Services,DFS,US2547091080,59.54,18244315271,3146172.92857,15138000000,,104149000000,113792000000,480000000,0.01219,-330000000
741324,DISH Network CORP,DISH,US25470M1099,32.04,16830777999,2512523.40476,2630019000,5780210000,20732122000,33497474000,646680000,0.08767,-428549000
810159,DOCUSIGN INC,DOCU,US2561631068,193.39,35809037884,6806287.71429,674039000,854038000,1551419000,2053310000,57897000,-0.1611,-5264000
80798,DOLLAR GENERAL CORP,DG,US2566771059,203.5,50678357543,1805085.57143,2959604000,5411188000,18491362000,25847433000,537513000,0.21607,-663019000
378128,Dollar Tree,DLTR,US2567461080,88.54,21011223581,2088076.83333,1750300000,4278800000,13857400000,20671000000,672700000,0.09422,-303600000
189087,DOMINION RESOURCES INC /VA/,D,US25746U1097,79.82,67059643866,3483823.2381,675000000,9537000000,72844000000,103728000000,3002000000,0.04042,381000000
378129,Dow Inc.,DOW,US2605571031,50.97,37774960307,4387800.30952,3726000000,9786000000,46179000000,59276000000,2876000000,0.11807,-376000000
