SimFin ID,Company,Ticker,ISIN,Price Close,MCAP,Volume (SMA 2m),Cash and eq.,Cur. liab.,Liabilities,Assets,D&A,CROIC,Taxes
66050,AMERICAN ELECTRIC POWER CO INC,AEP,US0255371017,80.23,41308753723,3099871.52381,507400000,13267100000,71813800000,96002100000,3124900000,0.06355,62400000
413080,AMERICAN EXPRESS CO,AXP,US0258161092,159.63,118126200000,2880250.66667,42958000000,,218201000000,244904000000,1631000000,0.06575,-1790000000
445723,American Homes 4 Rent,AMH,US02665T3068,36.05,13055468242,1990759.47619,199601000,594154000,4972193000,12522438000,448078000,,
251769,AMERICAN INTERNATIONAL GROUP INC,AIG,US0268747849,61.68,44764540582,2865736.54762,2283000000,,490647000000,537138000000,4424000000,,-931000000
68339,AMERICAN TOWER CORP /MA/,AMT,US03027X1000,179.53,83676599110,1937937.47619,2015700000,6925700000,54871800000,66879000000,3271500000,0.04387,-60700000
6480942,"Americold Realty Trust, Inc.",COLD,US03064D1081,32.65,8809818900,1234441.95238,48873000,4038470000,4626000000,8215759000,336052000,0.01425,7239000
65735,AMGEN INC,AMGN,US0311621009,263.15,140785250000,2527673.21429,34248000000,17097000000,83488000000,90269000000,3544000000,0.18737,-1217000000
693881,"AMKOR TECHNOLOGY, INC.",AMKR,US0316521006,22.84,5610349080,1166078.52381,1204067000,1576488000,2875321000,6638180000,628008000,0.07131,-69645000
65820,AMPHENOL CORP /DE/,APH,US0320951017,43.12,51312800000,4443608.33333,1503000000,2709700000,7645600000,15237900000,401300000,0.23884,-519600000
65917,ANALOG DEVICES INC,ADI,US0326541051,179.72,90707379800,3412502.2619,1149246000,2831018000,13442993000,49346739000,2600996000,0.10959,-331854000
11790995,Anheuser-Busch InBev SA/NV,BUD,US03524A1088,57.64,115971680000,2110730,9973000000,34383000000,128664000000,212943000000,5078000000,0.05868,-1932000000
1145420,ANNALY CAPITAL MANAGEMENT INC,NLY,US0357104092,20.66,10209454189,3464793.21429,,76876030000,76950825000,89330477000,21393000,0.13599,-20913000
466098,ANTERO RESOURCES Corp,AR,US03674X1063,26.2,8048692400,4784109.71429,,1506864000,6698482000,13766810000,681266000,0.26703,-308563000
254576,APACHE CORP,APA,US03743Q1085,42.71,13154680000,4231433,128000000,3056000000,10758000000,14572000000,1255000000,0.46987,-1612000000
1873240,"Apellis Pharmaceuticals, Inc.",APLS,US03753U1060,47,5351984000,4872192.02381,616259000,174837000,570175000,915578000,1635000,-1.00928,549000
10383334,APi Group Corporation,APG,US00187Y1001,17.67,6228675000,1231596.92857,368000000,1651000000,4930000000,7974000000,301000000,0.08137,-61000000
817726,Apollo Global Management LLC,APO,US03769M1062,92.06,53302740000,2335038.7619,9861666000,3165854000,9549086000,13695317000,85247000,,-181499000
111052,APPLE INC,AAPL,US0378331005,177.97,2793704363580,60196871.57143,62482000000,124963000000,274764000000,335038000000,11731000000,0.57818,-16635000000
67102,APPLIED MATERIALS INC /DE,AMAT,US0382221051,140.27,117546260000,5564390.19048,6535000000,8224000000,15317000000,30410000000,508000000,0.39174,-1050000000
10383326,AppLovin Corporation,APP,US03831W1080,44.01,16422772876,2950108,876227000,591940000,3964720000,5482120000,513507000,0.14143,-7897000
378125,Aptiv PLC,APTV,JE00B783TY65,101.39,27517246000,1817860.71429,1302000000,4589000000,12576000000,22098000000,818000000,0.09501,-148000000
361112,Aramark,ARMK,US03852U1060,26.96,9687908578,5531883.80952,402414000,2875958000,11838066000,15397500000,540344000,0.06502,-189020000
18500276,ArcelorMittal S.A.,MT,US03938L2034,25.33,20399209742,1971157.64286,9300000000,22398000000,19599000000,94547000000,1113000000,,-1717000000
445596,Arch Capital Group LTD,ACGL,BMG0450A1053,80.57,29706159000,1747442.64286,904000000,,39213000000,53856000000,98826000,0.08885,-177019000
66997,ARCHER DANIELS MIDLAND CO,ADM,US0394831020,79.19,43158550000,2940975.07143,1426000000,18788000000,30220000000,55499000000,1035000000,0.17689,-811000000
10383314,Ares Capital Corporation,ARCC,US04010L1035,19.33,10774133093,2967822.5,529000000,132000000,7689000000,9601000000,,,
536189,"Arista Networks, Inc.",ANET,US0404132054,46.51,57418641440,11183202.7619,3741126000,1655792000,2328459000,8186041000,73915000,0.22109,-283688000
18633363,"ASE Technology Holding Co., Ltd.",ASX,US00215W1009,7.68,33540425487,4966294.90476,,,,,17244852000,,
15665002,ASTRAZENECA PLC,AZN,US0463531089,66.63,103263175999,4497359.42857,,,,,,,
66790,AT&T INC.,T,US00206R1023,15.09,108346200000,38663656,9528000000,54159000000,290408000000,408453000000,18415000000,0.06801,-3548000000
1204607,Atlassian Corp Plc,TEAM,GB00BZ09BD16,204.88,52733858320,1430127.19048,2112550000,2027590000,3452107000,4106779000,60923000,0.08224,-175625000
591496,AUTOMATIC DATA PROCESSING INC,ADP,US0530151036,247.28,101978272000,1544156.30952,2083500000,42767600000,47461900000,50971000000,549300000,0.55738,-1025800000
378100,Avago Technologies,AVGO_old,n/a,85,235016138750,24983322.38095,1822000000,1119000000,5878000000,10592000000,962000000,0.29499,-76000000
1033572,"Avantor, Inc.",AVTR,US05352A1007,21.42,14441364000,6268913.97619,236400000,1550100000,8052000000,13063300000,405000000,0.09982,-114600000
702906,Axalta Coating Systems Ltd.,AXTA,BMG0750C1082,27.33,6045396000,2259094.54762,517600000,1329200000,5354100000,7043100000,283800000,0.08617,-64000000
18829762,Azul S.A.,AZUL,US05501U1060,8.58,7970520198,1298432.85714,,,,,299793000000,,-181828000000
1204713,"Baidu, Inc.",BIDU,US0567521085,134.01,46719236250,2036267.97619,7476817867,11200598367,21544308058,54993489204,49484564,-0.00025,-383096719
679135,Baker Hughes Company,BKR,US05722G1004,36.46,36824600000,6847758.2381,2805000000,12311000000,20831000000,36093000000,1055000000,0.14183,-689000000
247618,BALL CORP,BALL,US0584981064,51.46,16212915144,1569283.7381,955000000,6926000000,16266000000,20171000000,655000000,-0.0204,-135000000
18322821,"Banco Bilbao Vizcaya Argentaria, S.A.",BBVA,US05946K1016,7.63,46009789383320000,1070921.21429,,,,,,,
71941,BANK OF AMERICA CORP /DE/,BAC,US0605051046,28.76,231256284000,38703339.16667,29651000000,,2839879000000,3123198000000,517000000,,-3538000000
467599,Bank of New York Mellon Corp,BK,US0640581007,44.8,35289766400,4196042.80952,5720000000,,389280000000,430382000000,1507000000,0.02283,-914000000
18252579,Barclays PLC,BCS,US06738E2046,7.86,124748471487,8996854.11905,,394000000,394000000,21442000000,,,
854462,BASF,BAS.DE,DE000BASF111,48.3,44362535700,2021804.16667,3238733688,22966189949,51808302813,99931859883,3686046367,0.1057,-1691833927
185942,"Bath & Body Works, Inc.",BBWI,US0708301041,36.09,8262826577,3465911.11905,790000000,1213000000,7349000000,5195000000,244000000,0.3782,-235000000
254808,BAXTER INTERNATIONAL INC,BAX,US0718131099,38.73,19597380000,4305701.57143,1722000000,5765000000,22254000000,27885000000,1296000000,0.03527,-42000000
849702,Bayer,BAYN.DE,DE000BAY0017,51.86,50948301200,1872049.02381,5219484659,33625878054,99578481102,137510090914,3619200863,0.07064,-1214438230
71373,BECTON DICKINSON & CO,BDX,US0758871091,264.57,75750888690,1381965.35714,931000000,6877000000,27080000000,53016000000,2282000000,0.05917,-137000000
1161717,BERKLEY W R CORP,WRB,US0844231029,43.34,17608868640,1576873.21429,1823558000,,28400342000,35308694000,25534000,0.11883,-334030000
470977,BERRY GLOBAL GROUP INC,BERY,US08579W1036,58.13,7893955179,1100823.71429,633000000,2325000000,13162000000,16549000000,805000000,0.11288,-134000000
71192,BEST BUY CO INC,BBY,US0865161014,70.64,15441904000,2249511.83333,1093000000,8433000000,12483000000,15318000000,938000000,0.34217,-373000000
17616590,BHP Group Limited,BHP,US0886061086,58.25,295084047387,2548649.02381,12898000000,19047000000,52766000000,101296000000,6184000000,,-4276000000
1801461,"Bill.com Holdings, Inc.",BILL,US0900431000,106.54,11337347560,1607908.14286,2660261000,3618390000,5550049000,9636018000,91463000,-0.03657,-808000
135371,BIOMARIN PHARMACEUTICAL INC,BMRN,US09061G1013,88.6,16652192800,1113228.33333,1170958000,597231000,1780345000,6563172000,101195000,-0.01056,-8114000
1234040,"BJ's Wholesale Club Holdings, Inc.",BJ,US05550J1016,71.15,9485504550,1772193.42857,26210000,2591148000,5372607000,6603896000,212856000,0.14049,-203983000
498254,Blackstone Group L.P.,BX,US09260D1072,114.37,86747351081,7127312.78571,3280204000,21478492000,22492305000,41582784000,51763000,-0.18741,-224029000
83293,"Block, Inc.",SQ,US8522341036,51.25,31092965000,9389842.69048,5867714000,8239036000,13306116000,31075924000,367346000,-0.01859,17670000
11794914,Blue Owl Capital Inc.,OWL,US09581B1035,12.84,5857468275,3241784.5,403238000,653595000,3380346000,8751866000,323654000,0.06143,-1869000
825112,BMW Group,BMW.DE,DE0005190003,103.17,68002025706,1034684.85714,24941222817,87448096837,176569310690,262491817577,7679991160,0.0739,-4253260693
70844,BOEING CO,BA,US0970231058,205.12,122313056000,5181527.16667,13762000000,92076000000,150267000000,134774000000,1908000000,0.14068,132000000
70746,BORGWARNER INC,BWA,US0997241064,40.9,10844324160,1993754.21429,848000000,4235000000,9536000000,17317000000,,,-337000000
70579,BOSTON PROPERTIES INC,BXP,US1011211018,65.34,10247010840,1470096.45238,,4448591000,17048845000,25341680000,800316000,,
239516,BOSTON SCIENTIFIC CORP,BSX,US1011371077,53,76648600000,7680625.7381,426000000,4562000000,15117000000,33602000000,1161000000,0.0973,-599000000
255210,BRISTOL MYERS SQUIBB CO,BMY,US1101221083,58.58,122959420000,11806998.5,8730000000,20150000000,61459000000,93489000000,9970000000,0.18769,-720000000
18266282,British American Tobacco p.l.c.,BTI,US1104481072,33.64,82649020009,2856311.14286,,,,,,,
108186,Brixmor Property Group Inc.,BRX,US11120U1051,22.49,6768612890,2146548.5,13646000,527280000,5440492000,8316664000,351925000,,
686523,Broadcom Inc.,AVGO,US11135F1012,85,349350000000,24983322.38095,12055000000,7345000000,49516000000,71595000000,507000000,0.24532,-833000000
245531,BROWN & BROWN INC,BRO,US1152361010,73.33,20488402000,1063931.2619,638000000,4157600000,8999000000,14071500000,206700000,0.14934,-228700000
1253240,BRUKER CORP,BRKR,US1167941087,65.01,9543468000,1015077.11905,574800000,1050900000,2594400000,3857000000,96500000,0.14281,-114400000
826504,"Builders FirstSource, Inc.",BLDR,US12008R1077,129.11,16394000470,1527186.61905,89316000,1955856000,6391052000,10733112000,542850000,0.49619,-542395000
445920,Bunge LTD,BG,BMG169621056,113.93,17159872966,1123268.28571,1330000000,8291000000,14350000000,25712000000,412000000,0.0266,-625000000
179036,"Burlington Stores, Inc.",BURL,US1220171060,139.51,9061732540,1247867.04762,520974000,1643702000,6089679000,6915538000,279786000,0.10133,-93532000
107614,CADENCE DESIGN SYSTEMS INC,CDNS,US1273871087,236.83,63876366620,1451764.47619,873925000,1196300000,2246669000,5155124000,134830000,0.3316,-193087000
821879,CAESARS ENTERTAINMENT Corp,CZR,US12769G1004,50.98,10960700000,2308213.45238,1122000000,2717000000,28811000000,33478000000,,,937000000
3240087,CAMECO CORP,CCJ,CA13321L1085,40.41,17478071373,4138671.02381,1203420000,708019000,2696326000,7801831000,274835000,0.03332,-16347591
249099,CAMPBELL SOUP CO,CPB,US1344291091,42.72,12730560000,2868262.95238,223000000,2288000000,8485000000,12073000000,370000000,0.11515,-243000000
102322,CANADIAN PACIFIC RAILWAY LTD/CN,CP,CA13645T1003,79.18,73732416000,2003954.11905,437966348,3226376887,28380814254,58870410452,961866218,-0.02548,5243716174
378103,Capital One Financial,COF,US14040H1059,102.58,39267624000,2207241.69048,3360000000,,413241000000,467800000000,3163000000,0.00439,-1305000000
38287,Capri Holdings Ltd,CPRI,VGG1890L1076,52.2,6129947320,3841905.16667,238000000,1448000000,5597000000,7409000000,179000000,0.09045,-3000000
159950,CARDINAL HEALTH INC,CAH,US14149Y1082,88.17,23012370000,2265380.78571,4043000000,33706000000,46268000000,43417000000,692000000,0.26973,-376000000
327637,CARMAX INC,KMX,US1431301027,82.41,13060254390,1199619.64286,264247000,2113971000,21139188000,26962356000,257749000,-0.02334,-146647000
288836,CARNIVAL CORP,CCL,PA1436583006,15.04,18995520000,23606030.95238,4468000000,11835000000,46008000000,51872000000,2328000000,-0.01681,-20000000
10383308,Carnival Corporation & plc,CUK,US14365C1036,13.58,15199626033,1396206.7381,4468000000,11835000000,46008000000,51872000000,,,-20000000
1169063,Carrier Global Corp,CARR,US14448C1045,54.39,45470040000,4729220.64286,3209000000,6234000000,17996000000,26284000000,498000000,0.17826,-548000000
717670,CARVANA CO.,CVNA,US1468691027,51.95,5518232900,12954311.02381,541000000,2179000000,9255000000,7849000000,343000000,-0.88193,2000000
1169061,"Catalent, Inc.",CTLT,US1488061029,47.19,8541390000,2070568.14286,280000000,1530000000,6166000000,10777000000,422000000,-0.03185,86000000
253953,CATERPILLAR INC,CAT,US1491231015,280.94,145358356000,2639678.35714,7387000000,35314000000,67171000000,85427000000,2183000000,0.2385,-2631000000
378105,CBRE Group,CBRE,US12504L1098,78.93,25244005807,1573309.90476,1261174000,8153040000,12838430000,21732067000,617575000,0.04358,-200646000
11794948,CCC Intelligent Solutions Holdings Inc.,CCCS,US12510Q1004,11.96,7369957425,1743317.7619,403577000,135384000,1262890000,3302390000,131453000,,870000
109593,Celanese Corp,CE,US1508701034,129,13996500000,1252888.38095,1296000000,3922000000,19561000000,25649000000,624000000,0.03646,692000000
986557,"Celsius Holdings, Inc.",CELH,US15118V2079,66.31,15048855570,3783063.71429,681054000,269225000,443699000,1399249000,2333000,0.15053,-54940000
18815843,"CEMEX, S.A.B. de C.V.",CX,US1512908898,6.94,102097898284,7743556.57143,495000000,5546000000,13983000000,26447000000,14457000000,,-209000000
187024,"CENCORA, INC.",COR,US21870Q1058,179.03,36226541470,1926195.92857,1389345000,46783211000,60255152000,61177196000,871457000,0.23601,-414481000
378107,Centene Corporation,CNC,US15135B1017,67.86,37250525520,3485495.38095,19382000000,31306000000,57066000000,82853000000,1416000000,0.18753,-1150000000
378108,CenterPoint Energy,CNP,US15189T1079,29.15,18393650000,4111796.07143,731000000,3184000000,27731000000,38097000000,1311000000,-0.00862,-284000000
1050283,Ceridian HCM Holding Inc.,CDAY,US15677J1088,72.34,11117214383,1204125.71429,486600000,4604200000,5878600000,8118800000,91900000,0.00819,-41700000
119051,"CF Industries Holdings, Inc.",CF,US1252691001,81.26,15813196000,2095657.85714,3219000000,622000000,5017000000,13537000000,846000000,0.32993,-703000000
1234042,ChampionX Corp,APY,n/a,37.45,7567516482,1242667.88095,263088000,814455000,1617516000,3329838000,240038000,0.26286,-75579000
378109,Charles Schwab Corporation,SCHW,US8085131055,57.86,105305200000,8674129.61905,47651000000,,474358000000,511505000000,1268000000,0.02581,-2191000000
378110,Charter Communications,CHTR,US16119P1084,455.73,68401372472,1354080.64286,478000000,11975000000,131588000000,145615000000,8747000000,0.08158,-1597000000
260533,CHENIERE ENERGY INC,LNG,US16411R2085,163.35,41392890000,1310640.42857,4529000000,4913000000,35311000000,41803000000,1166000000,0.38471,-2148000000
248396,CHEVRON CORP,CVX,US1667641005,167.22,312227331300,7667402.42857,9610000000,29847000000,92481000000,251779000000,16012000000,0.25466,-11744000000
951287,"Chewy, Inc.",CHWY,US16679L1098,19.2,8195558400,5911963.71429,905426000,1999388000,2539385000,2904014000,102301000,0.07901,-4953000
80874,CHIPOTLE MEXICAN GRILL INC,CMG,US1696561059,38.77,53510354000,13864778.57143,504866000,982250000,4785549000,7552435000,300784000,0.283,-353865000
378112,Chubb Limited,CB,CH0044328745,214.11,87933125805,1689145.52381,2285000000,,152265000000,205448000000,285000000,,-1383000000
378113,Church & Dwight,CHD,US1713401024,95.15,23311750000,1287281.69048,396900000,1121800000,4600000000,8511000000,222400000,0.11279,-102000000
49697,CIENA CORP,CIEN,US1717793095,48.86,7310237760,1722922.45238,1259765000,965741000,2776207000,5723214000,140889000,0.00444,-97242000
378114,CIGNA Corp.,CI,US1255231003,285.34,87146545420,1304952.85714,9585000000,,104528000000,150054000000,2965000000,0.16245,-1512000000
331923,CINTAS CORP,CTAS,US1729081059,128.68,52447394400,1519283.61905,124149000,1230062000,4682370000,8546356000,257041000,0.24432,-345138000
82202,"CISCO SYSTEMS, INC.",CSCO,US17275R1023,56.11,228423810000,18612982.7619,26146000000,31309000000,57499000000,101852000000,1726000000,0.3347,-2705000000
89126,CITIGROUP INC,C,US1729674242,42.64,82840992000,16230597.04762,25763000000,,2214253000000,2423675000000,4420000000,-0.02149,-4140000000
378202,Citizens Financial Group,CFG,US1746101054,27.4,13137492878,5372324.57143,1689000000,,199481000000,223066000000,468000000,0.02795,-639000000
1071164,"Civitas Resources, Inc.",CIVI,US17888H1032,82.9,7772759211,1119538.04762,2702897000,1221091000,5124299000,10170986000,861156000,0.28739,-339325000
754906,CLEVELAND-CLIFFS INC.,CLF,US1858991011,13.89,7087985299,10882694.2381,34000000,3408000000,10259000000,18303000000,972000000,0.10581,-118000000
218764,CLOROX CO /DE/,CLX,US1890541097,142.7,17669542100,1297863.7619,367000000,1917000000,5557000000,5945000000,236000000,0.31682,-77000000
961018,"Cloudflare, Inc.",NET,US18915M1071,61.72,20509370840,3415861.88095,1584620000,473118000,1891374000,2533208000,122165000,-0.12748,-5223000
378116,CME Group Inc.,CME,US12572Q1058,206.55,74139057000,1347905.52381,1986800000,113885700000,123478900000,151296700000,358600000,0.11242,-901700000
378117,CMS Energy,CMS,US1258961002,57.01,16475890000,1735503.61905,389000000,2737000000,24559000000,32265000000,1147000000,-0.04149,-110000000
14159399,CNH Industrial N.V.,CNHI,NL0010545661,13.37,17840306255,6997637.09524,4674000000,4062000000,32405000000,39381000000,535000000,0.06441,-747000000
82117,COCA COLA CO,KO,US1912161007,58.3,252147500000,11840102.57143,15694000000,24115000000,70904000000,98456000000,1181000000,0.15571,-2365000000
18591358,Coca-Cola Europacific Partners PLC,CCEP,GB00BDCPN049,63.17,28875414636,1034312.88095,1816222642,5292446544,16097957615,22940692692,11000000,,
128066,COGNIZANT TECHNOLOGY SOLUTIONS CORP,CTSH,US1924461023,70.22,35531320000,3600075.78571,2095000000,3056000000,5064000000,17967000000,555000000,0.24078,-658000000
1202161,"Coinbase Global, Inc.",COIN,US19260Q1076,81.61,19146848540,8308067.14286,129410320000,128538752000,131895872000,137650575000,158652000,0.18684,180990000
255327,COLGATE PALMOLIVE CO,CL,US1941621039,73.85,61398890000,4119176,819000000,4632000000,15912000000,16227000000,542000000,0.38727,-799000000
106366,COMCAST CORP,CMCSA,US20030N1019,45.64,192053120000,18669596.80952,7146000000,32925000000,177229000000,262146000000,14120000000,0.10127,-4824000000
378118,Comerica Inc.,CMA,US2003401070,43.26,5696613848,2095250.69048,1413000000,,85166000000,90761000000,110000000,0.02003,-368000000
18866275,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,SBS,US20441A1025,12.47,8523368066,1194172.78571,,,,,,,
326285,CONAGRA FOODS INC /DE/,CAG,US2058871029,28.72,13713800000,3773867.57143,93900000,4440700000,13245300000,22052600000,369900000,0.02473,-218700000
1334959,"Confluent, Inc.",CFLT,US20717M1036,32.68,9732992896,3889772.16667,1847555000,423358000,1566254000,2327640000,10938000,-0.28435,-7408000
378120,ConocoPhillips,COP,US20825C1045,124.48,154265200960,4457076.57143,6815000000,9548000000,42074000000,89605000000,7823000000,0.33633,-7671000000
378121,Consolidated Edison,ED,US2091151041,91.57,32360838000,1786864.21429,1955000000,6072000000,42966000000,63771000000,1982000000,,-600000000
1867900,Constellation Energy Corp,CEG,US21037T1097,110.74,35879760000,1729140.35714,269000000,5225000000,34947000000,46559000000,2439000000,-0.17896,-466000000
186450,COOPER COMPANIES INC,COO,US2166484020,84.36,16688319260,1141854,117300000,993600000,4168800000,11697300000,364000000,0.0294,-103600000
287342,COPART INC,CPRT,US2172041061,44.43,84929988780,3943804,2114183000,506564000,757383000,6349805000,151592000,0.2174,-280413000
10383312,"Corebridge Financial, Inc.",CRBG,US21871X1090,18.65,12137420000,1656387.69048,172623000000,220409000000,356002000000,367470000000,937000000,,-317000000
261761,CORNING INC /NY,GLW,US2193501051,31.57,26771360000,3643537.35714,1538000000,4411000000,16935000000,28645000000,1388000000,0.02203,-208000000
1169062,"Corteva, Inc.",CTVA,US22052L1044,51.87,36978123000,4268744.30952,2616000000,10346000000,17728000000,44189000000,1207000000,0.01394,-142000000
486790,COSTAR GROUP INC,CSGP,US22160N1090,79.72,32320799880,1859190.83333,5205295000,442775000,1590602000,8691674000,125448000,0.07709,-120612000
217867,COSTCO WHOLESALE CORP /NEW,COST,US22160K1051,562.72,249368513228,1528807.92857,13708000000,31708000000,43179000000,66752000000,1983000000,0.22948,-2030000000
378102,Coterra Energy Inc.,CTRA,US1270971039,27.9,11143810969,5585873.83333,841000000,941000000,7212000000,19879000000,1625000000,0.27236,-831000000
376164,COTY INC.,COTY,US2220702037,11.59,9839910000,3847997.2381,246900000,2736800000,8428300000,12661600000,191506796,0.03932,-181600000
10383300,"Coupang, Inc.",CPNG,US22266T1097,18.5,32834595500,6500591.2381,4473193000,5643320000,7911536000,10687013000,241749000,0.04304,-57342000
14159401,CRH plc,CRH,US12626K2033,53.51,40247029486,2878256.21429,4275000000,9431000000,23433000000,46142000000,1577000000,,
128143,"Crocs, Inc.",CROX,US2270461096,87.62,5435681940,1879583.92857,166235000,665940000,3413435000,4603125000,48255000,0.30588,-205113000
1039026,"CrowdStrike Holdings, Inc.",CRWD,US22788C1053,166.97,39474045580,3457202.30952,3167215000,2229463000,3650358000,5520458000,115932000,-0.00144,-23204000
378122,Crown Castle International Corp.,CCI,US22822V1017,97.53,42328020000,2995444.88095,276000000,2725000000,31996000000,39042000000,1736000000,0.06587,-19000000
248102,CSX CORP,CSX,US1264081035,31.1,65384911472,14064859.5,1034000000,2055000000,28943000000,41217000000,1566000000,0.16545,-1231000000
117529,CubeSmart,CUBE,US2296631094,40.35,9094405800,1682694.04762,9220000,431985000,3402163000,6281149000,253756000,,
256275,CVS HEALTH Corp,CVS,US1266501006,70.7,90807007038,9479726.2381,16887000000,74340000000,177069000000,250071000000,,,-1155000000
378124,D. R. Horton,DHI,US23331A1097,113.19,38473281000,2735964.04762,3408000000,4135500000,10240800000,32323100000,89200000,-0.09241,-1377800000
89750,DANAHER CORP /DE/,DHR,US2358511028,253.77,187104621000,2713726.85714,8575000000,8404000000,33178000000,84902000000,2224000000,0.12026,-954000000
108420,DARDEN RESTAURANTS INC,DRI,US2371941053,149.1,18324390000,1100281.45238,367800000,1937400000,8040000000,10241500000,389400000,0.16411,-137000000
