SimFin ID,Company,Ticker,ISIN,Revenues,EBIT,Net income,FCF,P/E,ROA,Price Close,MCAP,Volume (SMA 2m),COGS,Avg. shares basic,Gross Profit,Op. Exp.,SG&A,EBITDA,ST debt,Cur. assets,Debt,Equity,Chg. WC,Op. CF,Inv. CF,Net Cash from Equity,Fin. CF,Gross Margin,Operating Margin,Net Margin,ROE,FCF/Net inc.,R&D
61474,Allergan plc,AGN,n/a,15678300000,-2304800000,-8504800000,838800000,-6.51379,-0.08907,166.1,54486233962,3893033.42857,-2336900000,333525000,13341400000,-15646200000,-4548200000,3841500000,3094200000,8572800000,22703500000,59696100000,-1843700000,5585900000,-73300000,-1980000000,-5528300000,0.85095,-0.14701,-0.54246,-0.14247,-0.09863,-2429900000
119577,ALLIANT ENERGY CORP,LNT,US0188021085,3579500000,704100000,510500000,-488100000,24.4395,0.03167,52.81,12543487918,1251334.90476,,236250000,,-2875400000,-1547100000,1243400000,1097300000,1027300000,6535400000,4899600000,-287600000,869600000,-1495300000,157100000,787900000,,0.1967,0.14262,0.10419,-0.95612,
68840,ALLSTATE CORP,ALL,US0200021014,42080000000,3951000000,2603000000,,14.02121,,107.94,35532962028,1506165.71429,,338125000,,,,,,,0,18067000000,651000000,5147000000,-1550000000,-2093000000,-3487000000,,0.09389,0.06186,,,
510248,Ally Financial Inc.,ALLY,US02005N1000,10172000000,7126000000,1391000000,,10.67344,,34.92,13633303359,3604230.14286,,417144000,,,,8710000000,46027000000,,0,20407000000,-20000000,4623000000,-10282000000,-999000000,5627000000,,0.70055,0.13675,,,
18,Alphabet (Google),GOOG,US02079K1079,148299000000,33998000000,34744000000,26896000000,24.58569,0.13514,61.46,852325251820,28839478.57143,-65507000000,13898555000,82792000000,-48794000000,-25286000000,43551000000,,147437000000,4074000000,192192000000,719000000,50824000000,-33127000000,-11452000000,-15153000000,0.55828,0.22925,0.23428,0.18078,0.77412,-23508000000
695370,"Alteryx, Inc.",AYX,US02156B1035,322016000,31855000,41196000,-24822000,175.9537,0.06209,117.33,7368294668,1539128.52381,-29822000,61779500,292194000,-260339000,-207386000,35149000,179160000,441155000,179160000,331428000,-38577000,26389000,-31269000,20557000,15536000,0.90739,0.09892,0.12793,0.1243,-0.60253,-52953000
997777,"Altice USA, Inc.",ATUS,US02156K1034,9720389000,1959303000,307007000,2777869000,70.81011,0.00909,29.48,19095125062,5263003.21429,-3222567000,702443250,6497822000,-4538519000,,4180458000,660223000,742919000,23640509000,2708695000,-139624000,2642038000,-1475454000,-1699953000,-1408500000,0.66847,0.20157,0.03158,0.11334,9.04823,
133574,"ALTRIA GROUP, INC.",MO,US02209S1033,25198000000,9708000000,6309000000,11800000000,12.28038,0.10972,41.31,77171041175,11022879.78571,-12891000000,1875500000,12307000000,-2599000000,-2599000000,9937000000,2144000000,4483000000,29240000000,14504000000,-14000000,6933000000,-14883000000,-1069000000,8263000000,0.48841,0.38527,0.25038,0.43498,1.87034,
62747,AMAZON COM INC,AMZN,US0231351067,252063000000,15014000000,12096000000,22540000000,73.90751,0.06321,91.13,901560052939,67842316.66667,-148046000000,9810000000,104017000000,-89003000000,-20771000000,33110000000,,76790000000,23329000000,53061000000,-1487000000,36028000000,-24816000000,,-8665000000,0.41266,0.05956,0.04799,0.22796,1.86343,
6475603,Amcor plc,AMCR,JE00BJ1F3079,7198200000,557199966,331799966,919199966,34.14971,0.01933,9.76,15842432000,4908501.35714,-5790500000,1160950000,1407700000,-850500034,-800700034,1010199966,794200000,5210100000,6103200000,5674700000,6700000,776100000,10200000,-900000,-764900000,0.19556,0.07741,0.04609,0.05847,2.77034,-49800000
68703,AMEREN CORP,AEE,US0236081024,6078000000,1267000000,798000000,372000000,23.78428,0.0284,77.54,19059589665,1947860.66667,-1269000000,244775000,4809000000,-3542000000,,2236000000,1335000000,1514000000,9557000000,7933000000,151000000,2229000000,-2361000000,71000000,158000000,0.79121,0.20846,0.13129,0.10059,0.46617,
68568,American Airlines Group Inc.,AAL,US02376R1023,45041000000,2725000000,1506000000,,8.64369,0.0243,28.64,12752553650,7634840.28571,-33146000000,454518250,11895000000,-9170000000,-1550000000,,3500000000,9850000000,25291000000,-22000000,,3037000000,-3351000000,-625000000,339000000,0.26409,0.0605,0.03344,-68.45455,,
445654,American Capital Agency Corp,AGNC,US00123Q1040,2502000000,-767000000,-808000000,,-9.96069,-0.00758,15.76,8633610939,6178488.2381,-1841000000,510675000,661000000,-103000000,-85000000,-743000000,,105609000000,251000000,10346000000,118000000,1267000000,-39407000000,2240000000,38489000000,0.26419,-0.30655,-0.32294,-0.0781,,
66050,AMERICAN ELECTRIC POWER CO INC,AEP,US0255371017,15764600000,2629700000,1975100000,4900500000,23.15814,0.02722,92.73,45789620643,2240500.7619,-5504600000,493256105,10260000000,-7630300000,,5051800000,3534400000,4061300000,27708800000,19490800000,513300000,5017200000,-6709700000,55000000,1694800000,0.65083,0.16681,0.12529,0.10133,2.48114,
413080,AMERICAN EXPRESS CO,AXP,US0258161092,41820000000,8126000000,6975000000,11167000000,14.42254,0.0353,119.05,98772652437,3512602.21429,,845000000,,,,9317000000,2827000000,,60563000000,23092000000,2313000000,15311000000,-21733000000,-3455000000,2322000000,,0.19431,0.16679,0.30205,1.601,
445723,American Homes 4 Rent,AMH,US02665T3068,1111432000,233352000,71610000,,104.33251,0.00783,25.13,7550884580,2003215.33333,-503679000,297304070,607753000,-374401000,-37588000,558416000,,316898000,2841057000,5995523000,-10240000,448409000,-518814000,133564000,142801000,0.54682,0.20996,0.06443,0.01194,,
251769,AMERICAN INTERNATIONAL GROUP INC,AIG,US0268747849,49063000000,2212000000,-125000000,,-403.46667,-0.00024,57.08,49654365878,3559865.47619,,883555258,,,,7447000000,,,36291000000,66105000000,,-871000000,-2900000000,-608000000,4589000000,,0.04508,-0.00255,-0.00189,,
68339,AMERICAN TOWER CORP /MA/,AMT,US03027X1000,7620400000,2254900000,1471000000,3149600000,66.3959,0.03765,221.3,97966213073,1782171.19048,-2204300000,441339250,5416100000,-3161200000,-733300000,4355500000,2442200000,2232400000,21058100000,6633300000,-229300000,3838200000,-1497200000,-18900000,-2043500000,0.71074,0.2959,0.19303,0.22176,2.14113,
6480942,"Americold Realty Trust, Inc.",COLD,US03064D1081,1649366000,181116000,27481000,95249000,205.01105,0.0066,36.46,6647569500,1611961.30952,,154523000,,-566185000,-119116000,310843000,1710523000,529783000,1834243000,1855657000,526000,191119000,-1533562000,1316310000,1480339000,,0.10981,0.01666,0.01481,3.46599,
67872,AMERIPRISE FINANCIAL INC,AMP,US03076C1062,12834000000,3266000000,1929000000,4390000000,10.61784,0.01297,146.09,19118851185,1125792.35714,,140200000,,-9568000000,-6900000000,3448000000,201000000,48803000000,5012000000,6030000000,734000000,3188000000,-2432000000,-1627000000,1380000000,,0.25448,0.1503,0.3199,2.27579,
67669,AMETEK INC/,AME,US0311001004,5041393000,1125955000,822504000,1448538000,25.15385,0.09069,90.39,20640178127,1204204.83333,-3307722000,228887500,1733671000,-607716000,-607716000,1342341000,98356000,2127153000,2467046000,4666781000,-8317000,987554000,-847927000,-312406000,-122934000,0.34389,0.22334,0.16315,0.17625,1.76113,
65735,AMGEN INC,AMGN,US0311621009,23562000000,9855000000,7958000000,11937000000,15.51166,0.13403,196.72,117973224392,3362306.92857,-4200000000,627500000,19362000000,-9507000000,-5596000000,11842000000,2816000000,30746000000,30614000000,10794000000,-448000000,9726000000,2795000000,-9300000000,-17127000000,0.82175,0.41826,0.33775,0.73726,1.5,-3911000000
65820,AMPHENOL CORP /DE/,APH,US0320951017,8327500000,1711400000,1210600000,1907000000,23.49118,0.11384,23.77,28281372764,6061143.90476,-5648900000,1196400000,2678600000,-967200000,-967200000,2052300000,403100000,4222100000,3972500000,4203200000,-176900000,1383400000,-1061800000,-505000000,-279200000,0.32166,0.20551,0.14537,0.28802,1.57525,
65917,ANALOG DEVICES INC,ADI,US0326541051,6144432000,1885619000,1518282000,2354368000,28.06315,0.0704,115.28,42585139358,2210023.33333,-1979219000,369602500,4165213000,-2279594000,-668691000,2692896000,411434000,2007058000,5690077000,11790237000,-165368000,2309637000,-318448000,-507928000,-2150430000,0.67788,0.30688,0.2471,0.12877,1.55068,-1610903000
925650,"Anaplan, Inc.",PLAN,US03272L1089,291634000,-161325000,-161620000,-131687000,-32.51631,-0.26826,49.94,6583479233,2269760.07143,-81491000,105232000,210143000,-371468000,-314818000,-144752000,,475041000,0,304037000,13213000,-26963000,-13375000,18072000,310550000,0.72057,-0.55318,-0.55419,-0.53158,0.81479,-56650000
11790995,Anheuser-Busch InBev SA/NV,BUD,US03524A1088,,,,,,,96.97,191903630000,1447071.2619,,,,,,,4942179118,20866724859,,82069849268,-2991794046,17304017481,-4680652934,,-16457817745,,,,,,
1145420,ANNALY CAPITAL MANAGEMENT INC,NLY,US0357104092,3470054000,618668000,-4623876000,,-0.63548,-0.03508,35,12742304838,3928258.38095,-2485659000,83953212,984395000,-365727000,-365727000,694663000,498772000,126621232000,498772000,15707407000,-1322998000,-1354122000,-24122451000,,26323555000,0.28368,0.17829,-1.33251,-0.29438,,
254576,APACHE CORP,APA,US03743Q1085,6986000000,1488000000,-618000000,1299000000,-15.96778,-0.02834,26.02,9782452582,5584328.28571,,379250000,,-5498000000,-425000000,3980000000,175000000,2791000000,8332000000,8675000000,288000000,3503000000,-3862000000,-305000000,-64000000,,0.213,-0.08846,-0.07124,-2.10194,-515000000
67201,APARTMENT INVESTMENT & MANAGEMENT CO,AIV,US03748R7540,928938000,194536000,868871000,400417000,8.64338,0.13922,6.96,7772858777,8184577.42857,,1079019952,,-733697000,-44044000,567778000,,65907000,3997447000,1944044000,-37473000,380801000,613058000,-394275000,-1066892000,,0.20942,0.93534,0.44694,0.46085,
817726,Apollo Global Management LLC,APO,US03769M1062,1717202000,684634000,261501000,750962000,31.11538,0.03559,40.63,8158019203,2563085.02381,-471535000,200263431,1245667000,-561033000,-295751000,699685000,,4963472000,3210272000,2540990000,-21364000,869794000,-869058000,-106116000,-126242000,0.72541,0.39869,0.15228,0.10291,2.87174,
111052,APPLE INC,AAPL,US0378331005,259034000000,64423000000,55695000000,70914000000,18.60506,0.17284,55.17,997292642400,115639915.90476,-160871000000,18782111000,98163000000,-33740000000,-17883000000,76545000000,108418000000,134973000000,108418000000,96456000000,-5208000000,69004000000,43693000000,-67825000000,-92517000000,0.37896,0.2487,0.21501,0.57741,1.27326,-15857000000
67102,APPLIED MATERIALS INC /DE,AMAT,US0382221051,14868000000,3502000000,2884000000,3849000000,16.8699,0.15336,51.2,47296192307,8113250.97619,-8336000000,950250000,6532000000,-3030000000,-973000000,3893000000,,10042000000,5312000000,8116000000,-78000000,3498000000,-486000000,-2513000000,-3372000000,0.43933,0.23554,0.19397,0.35535,1.3346,-2057000000
378125,Aptiv PLC,APTV,JE00B783TY65,14323000000,1441000000,983000000,1165000000,23.78332,0.07499,89.64,22965118737,1203872,-11721000000,260810000,2602000000,-1161000000,-990000000,2167000000,517000000,4854000000,4514000000,3732000000,-307000000,1524000000,-1554000000,-696000000,-549000000,0.18167,0.10061,0.06863,0.2634,1.18515,
361112,Aramark,ARMK,US03852U1060,16189695000,811159000,538445000,658370000,19.58023,0.03922,30.87,10556562924,5207103.71429,-14413190000,341525073,1776505000,-965346000,-365402000,1411103000,53749000,2642125000,7252667000,3295990000,-33767000,1114116000,-242489000,-23115000,-814435000,0.10973,0.0501,0.03326,0.16336,1.22272,
18500276,ArcelorMittal S.A.,MT,US03938L2034,,,,,,,16.28,16500891240,3155779.66667,,,,,,,3167000000,32475000000,,62322000000,78000000,4021000000,-7659000000,-2089000000,3349000000,,,,,,
445596,Arch Capital Group LTD,ACGL,BMG0450A1053,6257790000,1529018000,1239773000,2127564000,13.27081,0.03557,40.96,16588300411,1249480.52381,,401679381,,,,1621691000,,,2224871000,11819174000,380073000,1774960000,-1403363000,-106372000,-264866000,,0.24434,0.19812,0.1049,1.71609,
66997,ARCHER DANIELS MIDLAND CO,ADM,US0394831020,63348000000,1658000000,1319000000,-5260000000,17.89303,0.03095,41.79,23275945926,3799049.21429,-59337000000,564750000,4011000000,-2353000000,-2353000000,2618000000,1711000000,19548000000,9412000000,19032000000,-7428000000,-4318000000,4380000000,-171000000,636000000,0.06332,0.02617,0.02082,0.0693,-3.98787,
536189,"Arista Networks, Inc.",ANET,US0404132054,2362780000,775591000,729126000,895364000,25.3973,0.21188,15.28,18737998953,13165215.2381,-855444000,1211900000,1507336000,-731745000,-261753000,808691000,,3028518000,0,2525560000,116816000,543470000,-263651000,-37056000,-47141000,0.63795,0.32825,0.30859,0.2887,1.228,-469992000
66790,AT&T INC.,T,US00206R1023,183516000000,28208000000,17385000000,33040000000,11.80123,0.03179,28.07,205108302226,45162522.90476,-85266000000,7309028944,98250000000,-70042000000,-39677000000,58573000000,12772000000,47218000000,170562000000,194081000000,-9320000000,49762000000,-17809000000,903000000,-37052000000,0.53538,0.15371,0.09473,0.08958,1.90049,
1204607,Atlassian Corp Plc,TEAM,GB00BZ09BD16,1210127000,-63362000,-637621000,202736000,-49.98092,-0.21416,133.56,32202651600,1535112.14286,-210285000,238611000,999842000,-1063204000,-484070000,6886000,853576000,2042111000,853576000,565467000,206366000,466342000,-604198000,3542000,-3187000,0.82623,-0.05236,-0.5269,-1.1276,-0.31796,-579134000
591496,AUTOMATIC DATA PROCESSING INC,ADP,US0530151036,14175200000,3024400000,2292700000,1993200000,30.13523,0.05473,158.83,68923140801,1968397.59524,-8086500000,435000000,6088700000,-3064300000,-3064300000,3433400000,0,34342300000,2002200000,5399900000,-1205800000,2688300000,-2197700000,-937700000,-207700000,0.42953,0.21336,0.16174,0.42458,0.86937,
378100,Avago Technologies,AVGO_old,n/a,6824000000,1769000000,1364000000,2808000000,55.89677,0.12878,28.88,79850189260,21352114.7619,-3271000000,2640000000,3553000000,-1784000000,-486000000,2731000000,46000000,3775000000,3949000000,4714000000,-166000000,2318000000,-241000000,241000000,-1859000000,0.52066,0.25923,0.19988,0.28935,2.05865,-1049000000
989057,"AVALARA, INC.",AVLR,US05338G1067,323111000,-57949000,-64951000,-32010000,-79.22985,-0.0938,75.08,5668031783,1099141.80952,-95150000,68541000,227961000,-285910000,-224096000,-43471000,,528730000,0,452128000,23679000,7793000,-37001000,49542000,297717000,0.70552,-0.17935,-0.20102,-0.14366,0.49283,-61814000
1033572,"Avantor, Inc.",AVTR,US05352A1007,5980600000,489200000,-554100000,646300000,,-0.05531,16.04,9125965811,1783281.57143,-4102800000,180425000,1877800000,-1388600000,-1388600000,892900000,195700000,2029200000,5322400000,2410900000,-187400000,247200000,-24500000,4235700000,-188400000,0.31398,0.0818,-0.09265,-0.22983,-1.1664,
702906,Axalta Coating Systems Ltd.,AXTA,BMG0750C1082,4588600000,436000000,204100000,576100000,36.61931,0.0305,31.73,7401443779,2235609.11905,-3036200000,235550000,1552400000,-1116400000,-930400000,803300000,43700000,2312100000,3856100000,1307100000,-163700000,453300000,-75400000,-222500000,-341300000,0.33832,0.09502,0.04448,0.15615,2.82264,-71900000
679135,Baker Hughes Company,BKR,US05722G1004,23539000000,1479000000,167000000,2363000000,66.605,0.00316,23.38,24266462543,6832766.78571,-19292000000,475750000,4247000000,-2768000000,-2768000000,2894000000,892000000,14985000000,7148000000,34781000000,-195000000,1738000000,-979000000,0,-2418000000,0.18042,0.06283,0.00709,0.0048,14.1497,
247618,BALL CORP,BALL,US0584981064,11551000000,1100000000,524000000,1312000000,48.22801,0.03063,75,24900218325,2156702.83333,-9289000000,336953000,2262000000,-1162000000,-477000000,1785000000,392000000,4533000000,7308000000,3564000000,28000000,1385000000,-20000000,-924000000,-1097000000,0.19583,0.09523,0.04536,0.14703,2.50382,
71941,BANK OF AMERICA CORP /DE/,BAC,US0605051046,91601000000,35418000000,27718000000,,10.56698,0.01157,29.94,278690518048,57693511.52381,,9782750000,,,,39034000000,304342000000,,542353000000,271408000000,-52283000000,14060000000,-57817000000,-19834000000,44016000000,,0.38666,0.30259,0.10213,,
467599,Bank of New York Mellon Corp,BK,US0640581007,15899000000,4832000000,3786000000,2840000000,12.11175,0.00993,46.35,43692384951,4415686.2381,,974597500,,,,6129000000,24419000000,,52622000000,41835000000,-2863000000,1914000000,-23301000000,-3198000000,21982000000,,0.30392,0.23813,0.0905,0.75013,
1253404,Baozun Inc.,BZUN,US06684L1035,5393037000,355773000,269712000,-265116000,26.54461,0.06716,47.75,8239196175,1599962.47619,-2034852000,169884906,3358185000,-3002412000,-1493815000,427948000,462970000,3252423000,531723000,2195016000,-549279000,-98502000,37564000,3719000,331225000,0.62269,0.06597,0.05001,0.12287,-0.98296,
854462,BASF,BAS.DE,DE000BASF111,72436749947,6051214180,5108658879,6092880137,,0.04886,71.19,65417837844,2949516.30952,-51567726407,918727166,20869023541,-16769704106,-11644699542,10508690356,6449605258,52837238145,24734088498,42953825790,-942265718,8230053228,-13866373556,3416702,391681097,0.2881,0.08354,0.07053,0.11893,1.19266,-2442255400
185942,"Bath & Body Works, Inc.",BBWI,US0708301041,13158000000,1281000000,575000000,1474000000,9.25913,0.05415,19.36,5350941492,6088389.66667,-8345000000,275000000,4813000000,-3532000000,-3532000000,1849000000,75000000,2653000000,5550000000,-929000000,-44000000,1390000000,-516000000,-11000000,-864000000,0.36579,0.09736,0.0437,-0.61895,2.56348,
542074,Bausch Health Companies Inc.,BHC,CA0717341071,8425000000,1034000000,-917000000,2928000000,-8.85069,-0.02834,23.08,8130334939,2936396.54762,-2315000000,351650000,6110000000,-5076000000,-2478000000,3346000000,56000000,4467000000,24079000000,2688000000,-168000000,1594000000,-319000000,2000000,-1226000000,0.72522,0.12273,-0.10884,-0.34115,-3.19302,-461000000
254808,BAXTER INTERNATIONAL INC,BAX,US0718131099,11080000000,1602000000,1582000000,1273000000,28.83942,0.09017,87.57,44709377448,2261469.71429,-6413000000,521000000,4667000000,-3065000000,-2556000000,2393000000,4000000,7218000000,5161000000,7836000000,-415000000,1855000000,-861000000,-2391000000,-827000000,0.42121,0.14458,0.14278,0.20189,0.80468,-636000000
849702,Bayer,BAYN.DE,DE000BAY0017,47853651725,3591602065,993216564,14816288058,,0.00671,74.03,72677471900,3414433.61905,-21013744098,931675543,26839907626,-29040020052,-18900369412,11787069856,4754851639,36924501255,47863158992,54519496931,5414457858,9717351851,-37913035770,10594167449,27242399973,0.56087,0.07505,0.02076,0.01822,14.91748,-6314320326
71373,BECTON DICKINSON & CO,BDX,US0758871091,17107000000,2701000000,784000000,5351000000,88.68567,0.01501,251.85,69687649170,1047514.83333,-8995000000,276075294,8112000000,-5411000000,-4341000000,4967000000,2168000000,6781000000,20184000000,21498000000,634000000,3083000000,-650000000,0,-3305000000,0.47419,0.15789,0.04583,0.03647,6.82526,-1070000000
1161717,BERKLEY W R CORP,WRB,US0844231029,7849893000,1435012000,691708000,1819184000,19.80666,0.02611,32.01,13188657712,1439145.07143,,428004439,,,,1561037000,,,2781665000,6020078000,326642000,903483000,-435203000,-17951000,-145633000,,0.18281,0.08812,0.1149,2.62999,
470977,BERRY GLOBAL GROUP INC,BERY,US08579W1036,7913000000,791000000,308000000,1042000000,16.82657,0.03496,36.28,5219128332,1625819.45238,-6459000000,142849575,1454000000,-663000000,-506000000,1329000000,29000000,2179000000,5468000000,1546000000,20000000,1019000000,-563000000,-58000000,-569000000,0.18375,0.09996,0.03892,0.19922,3.38312,
71192,BEST BUY CO INC,BBY,US0865161014,43069000000,1994000000,1515000000,1819000000,12.17899,0.10115,68.42,18033682312,3089663.54762,-33010000000,269675000,10059000000,-8065000000,-8065000000,2807000000,14000000,8192000000,1261000000,3285000000,-583000000,1925000000,-1520000000,-1023000000,-1070000000,0.23356,0.0463,0.03518,0.46119,1.20066,
