SimFin ID,Company,Ticker,ISIN,Price Close,MCAP,Volume (SMA 2m),Cash and eq.,Cur. liab.,Liabilities,Assets,D&A,CROIC,Taxes
1100848,"AMC ENTERTAINMENT HOLDINGS, INC.",AMC,US00165C1045,442,19902386608,8380215.47619,1811200000,1558400000,12733800000,11329100000,475900000,-0.11523,14200000
6475603,Amcor plc,AMCR,JE00BJ1F3079,11.85,18130500000,6100844.42857,850000000,4345000000,12367000000,17188000000,574000000,0.13023,-261000000
68568,American Airlines Group Inc.,AAL,US02376R1023,19.73,12774343006,29503030.97619,17950000000,21521000000,80131000000,72464000000,,,1660000000
445654,American Capital Agency Corp,AGNC,US00123Q1040,15.98,8387902000,5508029.85714,1344000000,64239000000,64387000000,75055000000,,,
66050,AMERICAN ELECTRIC POWER CO INC,AEP,US0255371017,84.1,42029008640,2599465.64286,534400000,10428600000,62728300000,84358200000,2734700000,0.0635,-97100000
413080,AMERICAN EXPRESS CO,AXP,US0258161092,163.92,131677404647,3777123.5,2671000000,,161434000000,186973000000,1666000000,0.0818,-2129000000
445723,American Homes 4 Rent,AMH,US02665T3068,39.53,12541006544,1794242.40476,40585000,366907000,3795221000,9968726000,356684000,,
251769,AMERICAN INTERNATIONAL GROUP INC,AIG,US0268747849,53.81,46176548215,4261405.52381,2760000000,,531342000000,598250000000,3930000000,,-327000000
68339,AMERICAN TOWER CORP /MA/,AMT,US03027X1000,293.75,136871637500,1327786.2381,1928000000,5952099999,51950099999,58982900000,2032400000,0.06668,-220500000
6480942,"Americold Realty Trust, Inc.",COLD,US03064D1081,34.64,8771298320,2340586.19048,316077000,3334694000,3957145000,7823320000,273558000,-0.0039,395000
65735,AMGEN INC,AMGN,US0311621009,219.38,124958848000,2471858.66667,8082000000,14585000000,51526000000,59773000000,3470000000,0.23073,-752000000
693881,"AMKOR TECHNOLOGY, INC.",AMKR,US0316521006,27.26,6656448943,1219066.64286,885726000,1679653000,2984709000,5567779000,537351000,0.0302,-56088000
65820,AMPHENOL CORP /DE/,APH,US0320951017,37.86,45251462318,4423548.95238,1242600000,2996500000,8780800000,14559100000,343800000,0.17787,-381500000
65917,ANALOG DEVICES INC,ADI,US0326541051,171.52,63261192975,5163028.64286,1480701000,2793342000,9377227000,21641190000,797887000,0.13994,-200930000
925650,"Anaplan, Inc.",PLAN,US03272L1089,65.67,9599813969,1695014.19048,312946000,412839000,467650000,729542000,27608000,-0.55,-2184000
11790995,Anheuser-Busch InBev SA/NV,BUD,US03524A1088,57.96,114992640000,1579058,18660703813,38580718926,176565938559,269999443356,5506421247,0.05868,-1932000000
466098,ANTERO RESOURCES Corp,AR,US03674X1063,16.71,5144658090,6638131.57143,4541000,2020419000,7129919000,12848333000,832839000,-0.03409,324005000
67471,Aon plc,AON,IE00BLP1HW54,289.23,65263954118,2200011.78571,1380000000,18927000000,30013000000,34580000000,249000000,0.2658,-611000000
254576,APACHE CORP,APA,US03743Q1085,20.14,7610119956,7718850.59524,1022000000,1778000000,12823000000,14388000000,1481000000,0.2152,-304000000
817726,Apollo Global Management LLC,APO,US03769M1062,62.8,14589656562,1868400.33333,24200598000,2347756000,17912200000,27541346000,23309000,0.16409,-639793000
111052,APPLE INC,AAPL,US0378331005,146.06,2437395383860,74940618.78571,61696000000,213506000000,265560000000,329840000000,10997000000,0.48756,-14058000000
67102,APPLIED MATERIALS INC /DE,AMAT,US0382221051,140.8,127132332800,7010380.47619,6510000000,5125000000,12419000000,24479000000,386000000,0.32546,-701000000
10383326,AppLovin Corporation,APP,US03831W1080,72.75,24416297309,1180308.95238,1183743000,603179000,2601934000,4599571000,367220000,0.04833,15099000
378125,Aptiv PLC,APTV,JE00B783TY65,146.43,39603860336,1251916.16667,2926000000,3905000000,9255000000,17780000000,790000000,0.13584,-129000000
361112,Aramark,ARMK,US03852U1060,23.19,8188252229,2794881.11905,483429000,2342246000,11354101000,14050096000,563314000,0.03639,99834000
18500276,ArcelorMittal S.A.,MT,US03938L2034,31.88,34453813086,3732247.11905,5600000000,22667000000,22896000000,82052000000,1113000000,,-1666000000
445596,Arch Capital Group LTD,ACGL,BMG0450A1053,39.3,15862229883,1822950.16667,1234059000,,31519407000,46481886000,65599000,0.07229,-147805000
66997,ARCHER DANIELS MIDLAND CO,ADM,US0394831020,62.39,34857424643,2420747.45238,869000000,17296000000,29284000000,50958000000,979000000,0.01391,-281000000
536189,"Arista Networks, Inc.",ANET,US0404132054,22.45,27538068000,6723918.09524,3281703000,859935000,1510439000,5208280000,48655000,0.21047,-102163000
1070494,"Asana, Inc.",ASAN,US04342Y1047,118.26,21748118424,2243290.16667,373585000,207580000,456244000,735508000,4342000,-0.42731,-2182000
66790,AT&T INC.,T,US00206R1023,20.79,148441187825,40681725.19048,11869000000,82126000000,364864000000,544710000000,25579000000,0.04895,-1601000000
1204607,Atlassian Corp Plc,TEAM,GB00BZ09BD16,404.6,91282210600,1065039.16667,1232228000,2310011000,2650430000,2945344000,92848000,0.47759,-61651000
591496,AUTOMATIC DATA PROCESSING INC,ADP,US0530151036,198.67,84537724634,1532850.30952,2575200000,38094800000,43102400000,48772500000,510700000,0.28192,-599500000
66437,"AUTONATION, INC.",AN,US05329W1027,120.46,9694596828,1190892.28571,59500000,3040700000,5524200000,8381000000,197500000,0.32848,-315200000
378100,Avago Technologies,AVGO_old,n/a,50.6,139903724950,13942005.2381,1822000000,1119000000,5878000000,10592000000,962000000,0.29499,-76000000
1033572,"Avantor, Inc.",AVTR,US05352A1007,42.81,24921337327,3520085.42857,223000000,1377700000,8263800000,11249700000,376200000,0.10814,-14200000
980327,"AVIS BUDGET GROUP, INC.",CAR,US0537741052,95.32,6658941960,1864062.42857,1324000000,2467000000,21921000000,22013000000,883000000,-0.01405,29000000
702906,Axalta Coating Systems Ltd.,AXTA,BMG0750C1082,28.57,6611098000,2547048.83333,1230900000,1216200000,5674100000,7209400000,312500000,0.13668,-82500000
1312108,AZEK Co Inc.,AZEK,US05478C1053,38.6,5976908804,1129340.54762,220464000,137569000,661802000,2043975000,99810000,-0.01476,-15647000
1204713,"Baidu, Inc.",BIDU,US0567521085,162.21,54322690197,5376387.57143,5401712734,10323518120,21265224537,50226176306,968000000,0.00155,-588825302
679135,Baker Hughes Company,BKR,US05722G1004,23.94,24935677240,7469494.40476,3913000000,9805000000,19269000000,36669000000,1193000000,0.11815,-787000000
247618,BALL CORP,BALL,US0584981064,92.36,62827520560,1984460.16667,571000000,5917000000,15445000000,19146000000,669000000,0.12014,-228000000
71941,BANK OF AMERICA CORP /DE/,BAC,US0605051046,40.5,347057362922,45769360.83333,260030000000,,2752775000000,3029894000000,7743000000,,-248000000
467599,Bank of New York Mellon Corp,BK,US0640581007,51.15,44780845324,4770593.52381,5154000000,,421169000000,466963000000,1824000000,-0.00012,-823000000
854462,BASF,BAS.DE,DE000BASF111,73.97,67939891630,2179906.04762,3704947965,23520459395,54004101788,99863820074,7665194482,0.07125,-552297382
185942,"Bath & Body Works, Inc.",BBWI,US0708301041,66.34,17538501304,3406608.47619,1988000000,2625000000,11580000000,10392000000,513000000,0.45565,-575000000
542074,Bausch Health Companies Inc.,BHC,CA0717341071,27.27,9773448885,2455994.85714,642000000,5517000000,30653000000,30042000000,1671000000,0.10585,298000000
254808,BAXTER INTERNATIONAL INC,BAX,US0718131099,83.61,42043455135,3809475.59524,3136000000,3344000000,11147000000,19682000000,861000000,0.11063,-237000000
849702,Bayer,BAYN.DE,DE000BAY0017,53.01,52078084200,2746322.19048,4080620297,33625081861,100960735120,137779031802,15798809239,0.02278,195908968
71373,BECTON DICKINSON & CO,BDX,US0758871091,255.56,76179616304,1410592.38095,3177000000,7749000000,30199000000,54332000000,2234000000,0.11459,-164000000
60362,BED BATH & BEYOND INC,BBBY,US0758961009,73.75,8047776853,1269159.33333,1127264000,2053498000,4946495000,6053289000,325589000,0.0733,47443000
1209290,BENTLEY SYSTEMS INC,BSY,US08265T2087,67.79,18521521908,1541301.35714,131154000,569553000,1982301000,2454115000,38733000,0.1405,-16797000
1161717,BERKLEY W R CORP,WRB,US0844231029,32.08,12803327955,1401808.90476,1790199000,,23709963000,30297917000,141597000,0.11514,-267579000
71192,BEST BUY CO INC,BBY,US0865161014,109.62,26962597796,2205005.5,4340000000,10357000000,14244000000,18579000000,855000000,0.29595,-627000000
917697,"BEYOND MEAT, INC.",BYND,US08862E1091,112.95,7144589902,2164403.2381,1009337000,71499000,1211039000,1466520000,16651000,-0.16932,-107000
17616590,BHP Group Limited,BHP,US0886061086,49.55,163873336318,3610844.47619,13510000000,14825000000,52537000000,104783000000,6184000000,,-4276000000
135371,BIOMARIN PHARMACEUTICAL INC,BMRN,US09061G1013,77.76,14255118720,1177778.02381,1123397000,443344000,1656925000,5898496000,109206000,-0.18283,901231000
1212484,BioNTech SE,BNTX,US09075V1026,359.18,85726470084,4994683.69048,1606865716,722689657,1129056057,2765023074,44179081,-0.21213,183585384
1234040,"BJ's Wholesale Club Holdings, Inc.",BJ,US05550J1016,58.74,8020590742,1148388.90476,42414000,1839196000,4859247000,5347599000,175117000,0.20213,-136217000
1108872,BLACKBERRY Ltd,BB,CA09228F1036,10.03,5686959629,8472323.69048,703000000,402000000,1265000000,2721000000,197000000,0.02415,-2000000
498254,Blackstone Group L.P.,BX,US09260D1072,133.63,91433778107,3343112.04762,2467444000,14750178000,14750178000,33297192000,73029000,0.49689,-655105000
83293,"Block, Inc.",SQ,US8522341036,255.79,117106651834,7685741.14286,5596137000,5646770000,11078987000,13815688000,100690000,-0.28123,5334000
11794914,Blue Owl Capital Inc.,OWL,US09581B1035,15.99,5116884075,2471430.69048,436033000,299684000,2488490000,6872237000,21142000,-0.18136,29106000
825112,BMW Group,BMW.DE,DE0005190003,94.22,62094804390,1205639.85714,23817866658,89443729175,184551441201,268279412173,7371180923,0.04243,-2865490637
70844,BOEING CO,BA,US0970231058,213.36,124775076108,8858882.7619,21342000000,88224000000,165420000000,148935000000,2230000000,-0.32217,674000000
70746,BORGWARNER INC,BWA,US0997241064,37.78,10293805266,1862888.80952,1553000000,3862000000,9841000000,16863000000,,,-424000000
239516,BOSTON SCIENTIFIC CORP,BSX,US1011371077,44.37,63045814636,6657982.21429,2675000000,4073000000,15225000000,31168000000,,,29000000
899361,BOYD GAMING CORP,BYD,US1033041013,61.49,6900653207,1198506.21429,334537000,528908000,4933646000,6291913000,276599000,0.14893,-106581000
255210,BRISTOL MYERS SQUIBB CO,BMY,US1101221083,61.31,136895650619,8439938.7381,12970000000,18991000000,73923000000,110797000000,10725000000,0.11706,-948000000
108186,Brixmor Property Group Inc.,BRX,US11120U1051,23.1,6859692701,1894367.47619,404144000,483791000,5650829000,8355173000,336369000,,
686523,Broadcom Inc.,AVGO,US11135F1012,50.6,208277841728,13942005.2381,11105000000,6501000000,51513000000,75880000000,6879000000,0.20355,338000000
245531,BROWN & BROWN INC,BRO,US1152361010,57.01,16068167079,2237793.33333,863310000,2800922000,5411893000,9357895000,144774000,0.14287,-144627000
826504,"Builders FirstSource, Inc.",BLDR,US12008R1077,52.82,10944092720,2135626.80952,90266000,2252748000,5143639000,10626094000,320244000,0.04607,-269601000
1242698,Bumble Inc.,BMBL,US12047B1052,53.97,6465553973,2209003.11905,252021000,170689000,1267122000,3754630000,105282000,-0.15211,430397000
445920,Bunge LTD,BG,BMG169621056,80.58,11396781857,1007243.7381,464000000,10321000000,17271000000,25085000000,430000000,-0.15088,-377000000
378101,C. H. Robinson Worldwide,CHRW,US12541W2098,87.44,11553884400,1106248.33333,172803000,2586379000,4000394000,5906564000,97791000,0.11129,-163289000
1326825,"C3.ai, Inc.",AI,US12468P1049,50.12,5217918371,2942781.30952,1098990000,140133000,147745000,1191540000,4410000,-0.08541,-969000
107614,CADENCE DESIGN SYSTEMS INC,CDNS,US1273871087,163.63,45532501950,1077478.21429,847160000,926716000,1605805000,4122548000,147550000,0.24798,-59151000
821879,CAESARS ENTERTAINMENT Corp,CZR,US12769G1004,106.07,22136662942,2510655.42857,1128000000,5452000000,33654000000,38816000000,,,-117000000
3240087,CAMECO CORP,CCJ,CA13321L1085,22.46,8876192000,6479430.69048,1203420000,708019000,2696326000,7801831000,274835000,0.03332,-16347591
249099,CAMPBELL SOUP CO,CPB,US1344291091,43.19,13086973827,3099210.33333,209000000,1975000000,8735000000,11730000000,320000000,0.14299,-273000000
18752871,Canaan Inc.,CAN,US1347481020,8.01,19001499998,7342826.95238,258940000,1161716000,1161716000,1402694000,9083000,,
102322,CANADIAN PACIFIC RAILWAY LTD/CN,CP,CA13645T1003,67.23,44828964000,5181524.11905,892000000,2817000000,15739000000,24704000000,794000000,,-832000000
378103,Capital One Financial,COF,US14040H1059,159.57,72044154463,2911242.5,5312000000,,358796000000,423420000000,3411000000,0.02582,-3492000000
38287,Capri Holdings Ltd,CPRI,VGG1890L1076,52.64,7963379779,1778744.28571,356000000,1562000000,5174000000,7624000000,208000000,0.16093,-98000000
159950,CARDINAL HEALTH INC,CAH,US14149Y1082,52.57,15268504819,2632313.83333,3407000000,27624000000,42659000000,44453000000,783000000,0.12299,289000000
288836,CARNIVAL CORP,CCL,PA1436583006,23.55,21960033761,30515008.90476,9271000000,8754000000,37188000000,55063000000,2213000000,-0.19737,11000000
10383308,Carnival Corporation & plc,CUK,US14365C1036,21.43,12872216705,1499684.90476,6881000000,11858000000,28976000000,49817000000,,,
1169063,Carrier Global Corp,CARR,US14448C1045,55,47794917500,4162639.42857,2630000000,5604000000,18618000000,25738000000,345000000,0.16605,-888000000
253953,CATERPILLAR INC,CAT,US1491231015,199.75,109415765118,3231636.28571,10831000000,27508000000,64817000000,81697000000,2383000000,0.14029,-1299000000
378105,CBRE Group,CBRE,US12504L1098,95.78,32149264814,1312785.40476,2142820000,6397981000,10335165000,18458352000,512713000,0.17063,-353888000
986557,"Celsius Holdings, Inc.",CELH,US15118V2079,31.09,6730661477,2954987.57143,83789981,54256877,54708765,241548125,1263736,-0.20406,-116177
378107,Centene Corporation,CNC,US15135B1017,64.64,38783224320,3468711.69048,12584000000,23642000000,45411000000,71539000000,1358000000,0.10648,-389000000
378108,CenterPoint Energy,CNP,US15189T1079,24.43,14181513689,5095397.57143,1059000000,3369000000,27596000000,36466000000,1244000000,-0.07167,-115000000
1050283,Ceridian HCM Holding Inc.,CDAY,US15677J1088,109.16,16346955501,1468208.61905,335200000,3374000000,4607200000,6807000000,66200000,-0.05302,21200000
259186,CERNER CORP /MO/,CERN,US1567821046,75.04,22610832783,1979703.21429,884892000,1542894000,3694618000,7721102000,708049000,0.223,-199978000
10383540,"Certara, Inc.",CERT,US15687V1098,34.72,5120698852,1073277.85714,267757000,59249000,430825000,1265335000,43064000,-0.00394,3150000
119051,"CF Industries Holdings, Inc.",CF,US1252691001,49.1,10532681786,2197937.59524,777000000,643000000,6049000000,12007000000,889000000,0.10498,-88000000
987613,Change Healthcare Inc.,CHNG,US15912K1007,21.84,6656217903,1980430.09524,109104000,1013461000,6767998000,10031851000,620718000,0.03917,30176000
378109,Charles Schwab Corporation,SCHW,US8085131055,70.43,132855372304,4972427.80952,30337000000,,517082000000,574532000000,781000000,,-1462000000
987221,"CHEGG, INC",CHGG,US1630921096,78.25,11106420401,1242439.2619,2061722000,113537000,1813065000,3150947000,57371000,0.01536,-8597000
260533,CHENIERE ENERGY INC,LNG,US16411R2085,86.93,22045448000,1184542.52381,1806000000,3526000000,34395000000,36752000000,960000000,0.02695,155000000
248396,CHEVRON CORP,CVX,US1667641005,96.76,187125319701,10097827.64286,7561000000,28147000000,108895000000,242806000000,17311000000,0.0509,-1971000000
951287,"Chewy, Inc.",CHWY,US16679L1098,75.62,31591260141,2899313.85714,724997000,1538948000,1943309000,2018362000,44445000,,
80874,CHIPOTLE MEXICAN GRILL INC,CMG,US1696561059,38.18,53739264411,11135328.57143,990729000,835486000,4146296000,6320454000,245340000,0.03779,-43605000
378112,Chubb Limited,CB,CH0044328745,180.55,81191633316,1833065.30952,1843000000,,136804000000,197174000000,145000000,,-1131000000
378113,Church & Dwight,CHD,US1713401024,83.59,20500104948,1129058.40476,149800000,1376100000,3991300000,7368500000,207600000,0.18399,-211300000
49697,CIENA CORP,CIEN,US1717793095,53.14,8236876000,1186840.90476,1412451000,827091000,1731632000,4655868000,132381000,0.09711,42473000
378114,CIGNA Corp.,CI,US1255231003,205.62,70557587785,2173981.97619,3821000000,,105440000000,154207000000,2861000000,,-2406000000
331923,CINTAS CORP,CTAS,US1729081059,98.22,40595983168,1511484.57143,493640000,1934085000,4548976000,8236823000,243836000,0.20434,-176781000
82202,"CISCO SYSTEMS, INC.",CSCO,US17275R1023,56.85,239778286881,15898048.21429,24518000000,26257000000,56222000000,97497000000,1862000000,0.25338,-2671000000
89126,CITIGROUP INC,C,US1729674242,69.96,144610644429,16789385.69048,27117000000,,2124958000000,2327868000000,4028000000,0.01393,-5305000000
378202,Citizens Financial Group,CFG,US1746101054,43.68,18604629345,4264108.54762,1035000000,,161905000000,185104000000,579000000,0.00657,-529000000
131663,CITRIX SYSTEMS INC,CTXS,US1773761002,111.57,13860573389,1988532.45238,521012000,2092374000,6421606000,6714453000,223469000,0.05505,-21883000
1328920,CLARIVATE Plc,CLVT,JE00BJJN4441,24.17,14787032556,4363804.7619,2559596000,3420877000,7661791000,19151870000,457394000,0.02978,-2270000
754906,CLEVELAND-CLIFFS INC.,CLF,US1858991011,21.86,10916934016,23002276.7619,73000000,2986000000,13467000000,17746000000,621500000,-0.0027,-190100000
218764,CLOROX CO /DE/,CLX,US1890541097,166.09,20656951293,1571877.28571,319000000,2056000000,5742000000,6334000000,211000000,0.3436,-181000000
961018,"Cloudflare, Inc.",NET,US18915M1071,131.41,40819363711,2904018.11905,1033542000,200476000,644836000,1445932000,58519000,-0.13184,8470000
378116,CME Group Inc.,CME,US12572Q1058,188.65,67743208930,1265236.38095,1191900000,142012800000,151911700000,178699100000,433200000,0.08072,-628200000
378117,CMS Energy,CMS,US1258961002,61.66,17848076470,1558452.57143,153000000,3114000000,23587000000,29953000000,1091000000,0.01571,-152000000
14159399,CNH Industrial N.V.,CNHI,NL0010545661,16.83,22786313227,2305264.90476,,,,,625000000,,-455000000
82117,COCA COLA CO,KO,US1912161007,54.44,234908600000,11954172.19048,11267000000,15299000000,65939000000,90194000000,1537000000,0.20406,-2830000000
128066,COGNIZANT TECHNOLOGY SOLUTIONS CORP,CTSH,US1924461023,75.48,39627000000,2945392.66667,1850000000,3183000000,5624000000,16829000000,572000000,0.23641,-772000000
1202161,"Coinbase Global, Inc.",COIN,US19260Q1076,245.19,51161869371,4172295.80952,4365982000,9677564000,11166783000,15790208000,40118000,1.43333,434865000
1067476,Colfax CORP,CFX,US1940141062,45.27,6443806314,1429887.30952,62309000,899419000,3207536000,7559496000,254912000,0.06432,-26909000
255327,COLGATE PALMOLIVE CO,CL,US1941621039,76.23,64488200099,3713805.16667,937000000,4203000000,15137000000,15999000000,547000000,0.38447,-865000000
106366,COMCAST CORP,CMCSA,US20030N1019,57.11,262364270950,13824649.59524,12378000000,29314000000,179958000000,277004000000,13317000000,0.09946,-4837000000
378118,Comerica Inc.,CMA,US2003401070,74.07,10341118541,1368845.5,1008000000,,80424000000,88355000000,119000000,0.01098,-302000000
326285,CONAGRA FOODS INC /DE/,CAG,US2058871029,33.47,16063821572,3462644.64286,79200000,3306200000,13564200000,22195600000,387700000,0.08205,-193800000
378120,ConocoPhillips,COP,US20825C1045,58.92,79461692040,7472211.54762,8859000000,8150000000,41127000000,85403000000,6705000000,0.09664,-1345000000
378121,Consolidated Edison,ED,US2091151041,73.07,25049364762,2050163.69048,1067000000,5557000000,42866000000,62919000000,1974000000,0.06098,-93000000
256994,"CONSTELLATION BRANDS, INC.",STZ,US21036P1084,214.85,41554997470,1126240.64286,503800000,2062800000,13594800000,26192400000,298800000,0.11256,-393200000
101392,"CONTINENTAL RESOURCES, INC",CLR,US2120151012,41.97,15425427078,1688099.47619,150038000,1159404000,7920960000,14876634000,2034070000,0.10888,-130663000
186450,COOPER COMPANIES INC,COO,US2166484020,109.15,21526165694,1016851.71429,112200000,1063200000,2825200000,9610600000,309000000,-0.21959,2451999999
287342,COPART INC,CPRT,US2172041061,35.99,34057840572,3834087.2381,911890000,413045000,1032569000,4281946000,120642000,0.23439,-178631000
261761,CORNING INC /NY,GLW,US2193501051,38.39,32683588780,4134848.16667,2320000000,4624000000,17664000000,29806000000,1517000000,0.10934,-394000000
1169062,"Corteva, Inc.",CTVA,US22052L1044,41.87,30862418870,3132531.04762,2900000000,7252000000,15871000000,41496000000,1211000000,0.06681,-152000000
486790,COSTAR GROUP INC,CSGP,US22160N1090,89.38,35225052166,1625268.28571,3674909000,328678000,1548387000,7075614000,133225000,0.04473,-73302000
217867,COSTCO WHOLESALE CORP /NEW,COST,US22160K1051,459.51,203023005750,1596983.09524,11126000000,27982000000,40300000000,57274000000,1727000000,0.30122,-1469000000
378102,Coterra Energy Inc.,CTRA,US1270971039,19.41,7752737309,7903101.45238,158147000,378684000,2310672000,4610567000,381843000,0.08575,-61130000
376164,COTY INC.,COTY,US2220702037,8.35,6396649104,8297314.83333,253500000,2415400000,9508800000,13691400000,251051848,0.0125,172000000
811353,Coupa Software Inc,COUP,US22266L1061,244.55,17980617740,1090120.40476,633564000,1089944000,2126236000,3091845000,122331000,-0.08379,62565000
10383300,"Coupang, Inc.",CPNG,US22266T1097,29.72,51805199480,10518430.04762,4284933000,4535826000,5771881000,8574510000,168590000,-0.28587,-190000
791051,CRISPR Therapeutics AG,CRSP,CH0334081137,124.52,9473288968,1034911.2381,2589446000,99923000,295724000,2899519000,-4267448000,3.34276,176048000
128143,"Crocs, Inc.",CROX,US2270461096,155.18,9680438760,1441656.78571,197853000,380922000,1135038000,1493802000,29869000,0.37527,215910000
1039026,"CrowdStrike Holdings, Inc.",CRWD,US22788C1053,263.09,59408515490,3833729.80952,1787051000,1136828000,2224644000,3136045000,51534000,0.09429,-57583000
378122,Crown Castle International Corp.,CCI,US22822V1017,188.54,81449280000,1461449.2381,339000000,2018000000,30260000000,38973000000,1623000000,0.05985,-22000000
248102,CSX CORP,CSX,US1264081035,30.31,68333773760,9402888.95238,2990000000,1951000000,26581000000,40015000000,1388000000,0.15102,-1054000000
120498,CUMMINS INC,CMI,US2310211063,227.69,33288864985,1066939.97619,2919000000,6604000000,13815000000,22608000000,677000000,0.21671,-646000000
256275,CVS HEALTH Corp,CVS,US1266501006,85.51,148958420000,5451217.7619,10125000000,59311000000,157599000000,231164000000,,,-2518000000
378124,D. R. Horton,DHI,US23331A1097,90.8,108757611792,2561433.64286,1942700000,1764500000,7668500000,21793500000,79700000,0.45758,-1009100000
89750,DANAHER CORP /DE/,DHR,US2358511028,324.53,231480390383,1973224.71429,7322000000,6825000000,35261000000,78027000000,2027100000,0.11614,-1164400000
18842731,Daqo New Energy Corp.,DQ,US23703Q2030,61.93,22619028446,2426937.95238,76596000,284135000,440228000,1239143000,31361026000000,,-28182000
108420,DARDEN RESTAURANTS INC,DRI,US2371941053,149.43,19551820776,1490753.5,1214700000,1848300000,7843000000,10656100000,350900000,0.07943,55900000
1234767,DARLING INGREDIENTS INC.,DAR,US2372661015,75.46,12294320500,1354801.07143,77741000,692212000,2649513000,5833323000,418487000,0.09708,-98730000
