SimFin ID,Company,Ticker,ISIN,Revenues,EBIT,Net income,FCF,P/E,ROA,Price Close,MCAP,Volume (SMA 2m),COGS,Avg. shares basic,Gross Profit,Op. Exp.,SG&A,EBITDA,ST debt,Cur. assets,Debt,Equity,Chg. WC,Op. CF,Inv. CF,Net Cash from Equity,Fin. CF,Gross Margin,Operating Margin,Net Margin,ROE,FCF/Net inc.,R&D
132877,ALBEMARLE CORP,ALB,US0126531013,3375205000,561476000,438289000,-64468000,24.32771,0.0431,100.45,10683659995,1032591.95238,-2251450000,106148000,1123755000,-562279000,-502124000,784264000,406201000,2292409000,3538392000,4206161000,-47680000,728003000,-1697267000,12418000,1355765000,0.33294,0.16635,0.12986,0.1042,-0.14709,-60155000
1077533,"Albertsons Companies, Inc.",ACI,US0130911037,66468300000,1661400000,1003600000,3412800000,7.69542,0.03862,13.31,6376140247,2305832.7381,-47342200000,579875000,19126100000,-17464700000,-17464700000,3296900000,786800000,7132800000,9271300000,2794000000,282200000,3193100000,-483900000,-1680000000,-1358400000,0.28775,0.025,0.0151,0.3592,3.40056,
18347619,Alcon Inc.,ALC,CH0432492467,7508000000,159000000,-656000000,1314000000,,-0.02372,59.11,28861218246,1207925.40476,-3846000000,,3662000000,-3503000000,-2847000000,1615000000,,4590000000,3479000000,20000000,52000000,1021000000,-1112000000,,659000000,0.48775,0.02118,-0.08737,-32.8,-2.00305,-656000000
65359,ALEXION PHARMACEUTICALS INC,ALXN,US0153511094,5536800000,2547700000,846100000,2184700000,29.91175,0.05065,114.13,25014212550,1964467.16667,-466100000,221750000,5070700000,-2523000000,-1301600000,2909900000,126800000,5367900000,2438400000,10490800000,-248800000,2456200000,-703700000,-705600000,-856300000,0.91582,0.46014,0.15281,0.08065,2.58208,-924500000
1202765,Alibaba Group Holding Ltd,BABA,US01609W1027,73172258707,15129979604,21427653810,22338662506,33.80449,0.11556,275.72,569141224000,13882455.28571,-40535580308,2627125000,32636678399,-17506698794,-11322290561,21220645530,728000000,65377000000,17714000000,124231000000,2865959284,25927284536,-15514423551,13136268797,10171399177,0.44603,0.20677,0.29284,0.17248,1.04252,-6184408233
119577,ALLIANT ENERGY CORP,LNT,US0188021085,3549100000,807500000,641900000,-560000000,19.7941,0.03717,52.18,13026442287,1311927.71429,,243500000,,-2741600000,-1366500000,1393300000,192800000,1044300000,6765200000,5748300000,-498800000,703200000,-1072600000,564500000,404600000,,0.22752,0.18086,0.11167,-0.87241,
849433,Allianz SE,ALV.DE,DE0008404005,130433412058,17850209111,8862949677,50332012553,,0.00792,212.5,88522651175,1019146.54762,,417615293,,,,20166178271,14887710560,,14887710560,85666621608,28210475407,40818396492,-31024803501,-1463719386,-5429312615,,0.13685,0.06795,0.10346,5.67892,
68840,ALLSTATE CORP,ALL,US0200021014,43814000000,6364000000,4333000000,,6.8497,,92.8,28982939462,1831928.5,,319825000,,,,,,,0,18067000000,946000000,5943000000,-2623000000,-2102000000,-3372000000,,0.14525,0.0989,,,
510248,Ally Financial Inc.,ALLY,US02005N1000,10172000000,7126000000,1391000000,,,,26.09,9753410539,4347190.04762,,417144000,,,,8710000000,46027000000,,0,20407000000,-748000000,3040000000,10372000000,-703000000,2285000000,,0.70055,0.13675,,,
18,Alphabet (Google),GOOG,US02079K1079,166030000000,32803000000,31534000000,24178000000,32.60425,0.11323,74.78,1017252732506,36683917.14286,-76123000000,13748895000,89907000000,-57104000000,-29633000000,44694000000,,149069000000,4018000000,207322000000,-168000000,55337000000,-23943000000,-27142000000,-29964000000,0.54151,0.19757,0.18993,0.1521,0.76673,-27471000000
695370,"Alteryx, Inc.",AYX,US02156B1035,464911000,12772000,-26318000,-51435000,-265.516,-0.01999,107.19,7093445207,2651420.78571,-44538000,65191250,420373000,-407601000,-319517000,24620000,70345000,872899000,714035000,409478000,-50613000,34133000,-565320000,21705000,552429000,0.9042,0.02747,-0.05661,-0.06427,1.95437,-88084000
997777,"Altice USA, Inc.",ATUS,US02156K1034,9838446000,1856067000,187974000,2872493000,88.08163,0.0054,26.63,15394733229,5874227.19048,-3393938000,621744500,6444508000,-4588441000,,4058526000,1859290000,2553513000,26185687000,1173174000,-62332000,2790746000,-1221468000,-1861296000,245679000,0.65503,0.18865,0.01911,0.16023,15.28133,
133574,"ALTRIA GROUP, INC.",MO,US02209S1033,25589000000,10589000000,-914000000,24214000000,-83.23996,-0.01821,40.86,75934109674,7605045.11905,-12848000000,1862000000,12741000000,-2152000000,-2152000000,10839000000,1500000000,7004000000,29042000000,5824000000,11398000000,10391000000,-485000000,-499000000,-6848000000,0.49791,0.41381,-0.03572,-0.15694,-26.49234,
62747,AMAZON COM INC,AMZN,US0231351067,321781000000,16868000000,13180000000,29374000000,113.57193,0.05102,150.44,1507076781929,94175112.85714,-192196000000,9950000000,129585000000,-112717000000,-25888000000,39711000000,,110908000000,33128000000,73728000000,6023000000,51221000000,-35308000000,,-714000000,0.40271,0.05242,0.04096,0.17877,2.22868,
6475603,Amcor plc,AMCR,JE00BJ1F3079,12467500000,1053400000,612200000,2069600000,29.5851,0.03723,11.32,17670520000,7527713.45238,-9932000000,1600000000,2535500000,-1482100000,-1384800000,1705000000,206300000,4534700000,6234700000,4687100000,139600000,1384200000,37900000,-66000000,-1236400000,0.20337,0.08449,0.0491,0.13061,3.38059,-97300000
68703,AMEREN CORP,AEE,US0236081024,5813000000,1294000000,847000000,-73000000,22.5712,0.02822,77.62,19178313041,1122065.40476,-1314000000,246300000,4499000000,-3205000000,,2334000000,477000000,1620000000,10648000000,8369000000,-190000000,1985000000,-2596000000,58000000,652000000,0.77395,0.2226,0.14571,0.10121,-0.08619,
68568,American Airlines Group Inc.,AAL,US02376R1023,33361000000,-3498000000,-3469000000,,-1.70032,-0.05375,13.63,6931688652,66303653.61905,-29285000000,432753250,4076000000,-7574000000,-1180000000,,2575000000,13789000000,31273000000,-3169000000,,352000000,-6791000000,-645000000,6576000000,0.12218,-0.10485,-0.10398,1.09467,,
445593,American Campus Communities Inc,ACC,US0248351001,918491000,190146000,112454000,712474000,45.26949,0.01496,37.03,5096516330,1012592.2619,-385955000,137475962,532536000,-342390000,-35576000,460232000,,133243000,3506650000,3291942000,15424000,365135000,-266397000,,-126494000,0.57979,0.20702,0.12243,0.03416,6.33569,
445654,American Capital Agency Corp,AGNC,US00123Q1040,2364000000,-836000000,-919000000,,-8.72267,-0.01023,14.6,8110550171,6942714.45238,-1598000000,549050000,766000000,-91000000,-52000000,-836000000,,89062000000,204000000,10350000000,-181000000,1392000000,15867000000,1136000000,-16753000000,0.32403,-0.35364,-0.38875,-0.08879,,
66050,AMERICAN ELECTRIC POWER CO INC,AEP,US0255371017,15172500000,2883600000,1903000000,4497700000,20.80005,0.02446,80.04,39712281097,3170241.38095,-4668200000,494533970,10504300000,-7620700000,,5521400000,5214300000,4273200000,31852000000,20341900000,-742600000,4215500000,-6797100000,144000000,2696700000,0.69232,0.19005,0.12542,0.09355,2.36348,
413080,AMERICAN EXPRESS CO,AXP,US0258161092,40339000000,5326000000,4072000000,-3511000000,20.87031,0.02159,104.66,84268162924,3763094.66667,,812000000,,,,6642000000,1567000000,,50364000000,21062000000,-9913000000,2066000000,15938000000,-3645000000,-3755000000,,0.13203,0.10094,0.19333,-0.86223,
445723,American Homes 4 Rent,AMH,US02665T3068,1155006000,228185000,82723000,,104.83134,0.00892,28.83,8684595219,1737225.04762,-530597000,300796480,624409000,-396224000,-46044000,561134000,,193576000,2954929000,6029809000,-7817000,449599000,-529299000,5529000,-43965000,0.54061,0.19756,0.07162,0.01372,,
251769,AMERICAN INTERNATIONAL GROUP INC,AIG,US0268747849,48568000000,5365000000,-4624000000,,-5.42534,-0.00812,28.7,24723152930,6694649.07143,,874104256,,,,10274000000,10032000000,,39280000000,62818000000,,1669000000,-4231000000,-500000000,3301000000,,0.11046,-0.09521,-0.07361,,
68339,AMERICAN TOWER CORP /MA/,AMT,US03027X1000,7783400000,2817700000,1922400000,3205700000,57.78545,0.04631,250.73,111215771544,1506160.7381,-2202100000,443053250,5581300000,-2763600000,-773900000,4637500000,3366000000,3226600000,25215200000,4602600000,-398300000,3719700000,-4035600000,7600000,1262300000,0.71708,0.36201,0.24699,0.41768,1.66755,
6480942,"Americold Realty Trust, Inc.",COLD,US03064D1081,1918757000,190625000,104073000,136614000,68.09288,0.02256,35.92,7248189040,1045587.59524,,197289250,,-685759000,-134757000,387443000,1947069000,298709000,1947069000,2131006000,24203000,320334000,-593165000,347067000,281661000,,0.09935,0.05424,0.04884,1.31267,
65735,AMGEN INC,AMGN,US0311621009,24301000000,9202000000,7299000000,13268000000,20.12952,0.11227,248.08,145298911702,2611933.07143,-5290000000,592250000,19011000000,-9809000000,-5580000000,12239000000,91000000,22895000000,34224000000,10659000000,676000000,10867000000,-2980000000,-3771000000,-4267000000,0.78231,0.37867,0.30036,0.68477,1.81778,-4229000000
65820,AMPHENOL CORP /DE/,APH,US0320951017,8101100000,1517700000,1098800000,1760500000,29.6975,0.09807,27.47,32785649706,5055757.2381,-5596900000,1187900000,2504200000,-986500000,-986500000,1810000000,2300000,4618000000,3766100000,4800300000,-67600000,1588700000,-477400000,-165100000,-784800000,0.30912,0.18734,0.13564,0.2289,1.6022,
65917,ANALOG DEVICES INC,ADI,US0326541051,5519980000,1374933000,1111929000,1998512000,38.28185,0.05148,115.49,42635011021,3376931.61905,-1910395000,368574750,3609585000,-2234652000,-649607000,2188804000,449324000,2485237000,5592977000,11777560000,-73618000,1993793000,-213538000,-341516000,-1301552000,0.65391,0.24908,0.20144,0.09441,1.79734,-1585045000
925650,"Anaplan, Inc.",PLAN,US03272L1089,398007000,-146552000,-146510000,-157249000,-53.28166,-0.2286,57.68,8062020235,2720374.45238,-96875000,135338000,301132000,-447684000,-362432000,-123021000,,440348000,0,282144000,-31582000,-26056000,-52228000,15744000,27347000,0.7566,-0.36821,-0.36811,-0.51927,1.0733,-85252000
11790995,Anheuser-Busch InBev SA/NV,BUD,US03524A1088,,,,,,,58,113643989308,1644406.54762,,,,,,,6065814685,31905875202,,93625927187,-3517630141,15002283785,-5681291851,,-9532654492,,,,,,
1145420,ANNALY CAPITAL MANAGEMENT INC,NLY,US0357104092,2578325000,720546000,-2464116000,-1926049000,-1.11083,-0.02637,30.52,10703649995,2669808.30952,-1572995000,89685956,1005330000,-284784000,-284784000,752462000,508565000,89696265000,508565000,13797603000,-2646363000,-853759000,41436183000,-367238000,-41170825000,0.38992,0.27946,-0.9557,-0.17859,0.78164,
67471,Aon plc,AON,IE00BLP1HW54,10980000000,2864000000,1766000000,,26.76467,0.0552,201.67,46716923261,1486257.33333,-6635000000,234375000,4345000000,-1481000000,-1307000000,,782000000,18990000000,8011000000,3695000000,133000000,2693000000,-999000000,-144000000,-1465000000,0.39572,0.26084,0.16084,0.47794,,
817726,Apollo Global Management LLC,APO,US03769M1062,1656742000,433068000,-57233000,-102892000,-171.38465,-0.00319,44.47,10193897234,1098945.7381,-561969000,220572472,1094773000,-661705000,-345092000,449983000,1952619000,5805185000,10779388000,4241937000,-212013000,1569458000,-640655000,-68815000,-266301000,0.6608,0.2614,-0.03455,-0.01349,1.79777,
111052,APPLE INC,AAPL,US0378331005,273857000000,67138000000,58424000000,83829000000,33.19893,0.1841,110.34,1887093822240,192619642.54762,-169277000000,17578526000,104580000000,-37442000000,-19558000000,78671000000,112723000000,140065000000,112723000000,72282000000,3567000000,80008000000,-10618000000,-71795000000,-86502000000,0.38188,0.24516,0.21334,0.80828,1.43484,-17884000000
67102,APPLIED MATERIALS INC /DE,AMAT,US0382221051,16268000000,3946000000,3186000000,3905000000,16.21588,0.15049,56.34,51454350924,8552759.66667,-9072000000,917000000,7196000000,-3250000000,-1061000000,4317000000,0,12248000000,5447000000,9569000000,-632000000,3315000000,-75000000,-936000000,-1789000000,0.44234,0.24256,0.19584,0.33295,1.22567,-2189000000
378125,Aptiv PLC,APTV,JE00B783TY65,12341000000,709000000,1679000000,815000000,12.7078,0.10988,83.29,22490413400,1481496.95238,-10463000000,256170000,1878000000,-1169000000,-1029000000,1429000000,200000000,5412000000,4146000000,7126000000,31000000,1083000000,-1040000000,984000000,1506000000,0.15218,0.05745,0.13605,0.23562,0.48541,
361112,Aramark,ARMK,US03852U1060,14088653000,233763000,-227382000,392177000,-31.09308,-0.01456,20.39,7144069314,3547298.64286,-12944596000,346738905,1144057000,-910294000,-321158000,822899000,90112000,4557144000,9259614000,2905700000,38247000,701195000,-411460000,99789000,1912012000,0.0812,0.01659,-0.01614,-0.07825,-1.72475,
18500276,ArcelorMittal S.A.,MT,US03938L2034,70615000000,-627000000,-2454000000,,,-0.02792,13.74,13905971245,3524222.16667,-68887000000,,1728000000,-2355000000,-2355000000,,2869000000,28616000000,14340000000,59433000000,78000000,4021000000,-7659000000,-2089000000,3349000000,0.02447,-0.00888,-0.03475,-0.04129,,
445596,Arch Capital Group LTD,ACGL,BMG0450A1053,7251877000,1321139000,1120163000,3055266000,10.94377,0.02719,30.42,12349676758,1323887.52381,,402984980,,,,1396152000,,,3196320000,12726900000,1578755000,2657515000,-2869729000,-78387000,599760000,,0.18218,0.15447,0.08802,2.72752,
66997,ARCHER DANIELS MIDLAND CO,ADM,US0394831020,64306000000,1772000000,1771000000,-4318000000,15.1456,0.03994,47.77,26543251888,2715704.59524,-60000000000,561500000,4306000000,-2534000000,-2534000000,2761000000,541000000,22011000000,9173000000,19396000000,-6791000000,-3175000000,6086000000,-168000000,-1161000000,0.06696,0.02756,0.02754,0.09131,-2.43817,
536189,"Arista Networks, Inc.",ANET,US0404132054,2270560000,721246000,752811000,860186000,20.49028,0.17362,12.65,15387581440,12344485.71429,-814643000,1219392000,1455917000,-734671000,-281178000,758508000,,3576878000,0,3036483000,94768000,929621000,-711321000,-352527000,-361065000,0.64121,0.31765,0.33155,0.24792,1.14263,-453493000
66790,AT&T INC.,T,US00206R1023,175138000000,28017000000,11898000000,29420000000,13.36837,0.02172,21.96,156465619601,42544273,-80154000000,7243028682,94984000000,-66967000000,-38550000000,56434000000,15576000000,56555000000,168964000000,193453000000,-12357000000,44257000000,-19669000000,-2364000000,-16211000000,0.54234,0.15997,0.06793,0.0615,2.47268,
1204607,Atlassian Corp Plc,TEAM,GB00BZ09BD16,1614173000,14086000,-350654000,234580000,-117.48049,-0.09005,168.25,37959050750,1760521.78571,-268807000,244844000,1345366000,-1331280000,-568092000,111484000,889183000,2643786000,889183000,575306000,154360000,574210000,-318931000,1802000,-42575000,0.83347,0.00873,-0.21723,-0.60951,-0.66898,-763188000
591496,AUTOMATIC DATA PROCESSING INC,ADP,US0530151036,14589800000,3141700000,2466500000,2630800000,24.08044,0.06298,137.87,59279330387,2328691.42857,-8445100000,430800000,6144700000,-3003000000,-3003000000,3621700000,1001800000,31564100000,2004600000,5752200000,-1120000000,3026200000,3156300000,-1006300000,-5890600000,0.42116,0.21534,0.16906,0.42879,1.06661,
378100,Avago Technologies,AVGO_old,n/a,6824000000,1769000000,1364000000,2808000000,70.81935,0.12878,36.59,101167535493,20228690.47619,-3271000000,2640000000,3553000000,-1784000000,-486000000,2731000000,46000000,3775000000,3949000000,4714000000,-166000000,2318000000,-241000000,241000000,-1859000000,0.52066,0.25923,0.19988,0.28935,2.05865,-1049000000
1033572,"Avantor, Inc.",AVTR,US05352A1007,6025500000,620100000,135100000,959500000,95.63244,0.01369,22.49,12967018818,4998721.92857,-4078600000,574475000,1946900000,-1326800000,-1326800000,1012000000,14300000,2292300000,5078100000,2540800000,-32000000,627200000,-46200000,13300000,-326400000,0.32311,0.10291,0.02242,0.05317,7.10215,
702906,Axalta Coating Systems Ltd.,AXTA,BMG0750C1082,3841600000,228400000,76600000,541300000,75.45598,0.01149,24.64,5799269094,2322087.19048,-2564200000,234575000,1277400000,-1049000000,-748000000,564300000,41300000,2480200000,4021300000,1258600000,79200000,501800000,-94500000,23800000,148600000,0.33252,0.05945,0.01994,0.06086,7.06658,-61900000
1312108,AZEK Co Inc.,AZEK,US05478C1053,850873000,60711000,-58794000,68994000,,-0.03046,33.07,5113797308,1043211.57143,-575611000,112873935,275262000,-214551000,-204914000,160231000,,436540000,517557000,1269513000,-16824000,85901000,-89542000,,167954000,0.32351,0.07135,-0.0691,-0.04631,-1.17349,
679135,Baker Hughes Company,BKR,US05722G1004,22391000000,1135000000,-10306000000,2892000000,-0.92045,-0.27466,15.19,15702708404,6812187.38095,-18563000000,624500000,3828000000,-2693000000,-2693000000,2538000000,934000000,15502000000,7700000000,17565000000,1046000000,2425000000,-919000000,0,-412000000,0.17096,0.05069,-0.46027,-0.58673,-0.28061,
247618,BALL CORP,BALL,US0584981064,11258000000,1194000000,369000000,859000000,74.56662,0.02222,84.1,27464277299,1624012.21429,-8967000000,327171000,2291000000,-1097000000,-421000000,1870000000,523000000,4010000000,7681000000,2830000000,-290000000,1063000000,-599000000,-639000000,-541000000,0.2035,0.10606,0.03278,0.13039,2.32791,
71941,BANK OF AMERICA CORP /DE/,BAC,US0605051046,90249000000,23358000000,18845000000,,12.0624,0.00687,25.35,219634878419,58396776.38095,,8967100000,,,,27735000000,277934000000,,539572000000,265637000000,2163000000,69438000000,-252172000000,-19644000000,301241000000,,0.25882,0.20881,0.07094,,
467599,Bank of New York Mellon Corp,BK,US0640581007,16757000000,5517000000,4238000000,8889000000,7.61032,0.00958,35.56,31501242550,4640857.35714,,906989000,,,,6941000000,20772000000,,48338000000,43966000000,1964000000,7735000000,-57908000000,-1946000000,49604000000,,0.32924,0.25291,0.09639,2.09745,
854462,BASF,BAS.DE,DE000BASF111,67216529867,4080268693,8816238157,-993043130,,0.08651,65.34,60013417860,2676560.57143,-49309129346,918479000,17907400522,-16087418663,-10219940169,8736418919,9458684879,39732655757,25341595536,47856178632,-6416490481,6791713156,-2395440875,2223325,-3114625042,0.26641,0.0607,0.13116,0.18422,-0.11264,-2390364398
185942,"Bath & Body Works, Inc.",BBWI,US0708301041,11357000000,376000000,-790000000,1023000000,-10.62159,-0.07261,30.32,8425595026,6316682.19048,-7824000000,276750000,3533000000,-3157000000,-3157000000,935000000,460000000,4505000000,6729000000,-1904000000,391000000,1365000000,-359000000,0,883000000,0.31109,0.03311,-0.06956,0.41492,-1.29494,
542074,Bausch Health Companies Inc.,BHC,CA0717341071,8109000000,1142000000,-2039000000,2385000000,-3.01252,-0.06494,17.38,6169781121,4774387.95238,-2233000000,353425000,5876000000,-4734000000,-2475000000,3115000000,1000000,5278000000,24358000000,546000000,-343000000,1211000000,-266000000,,107000000,0.72463,0.14083,-0.25145,-3.73443,-1.16969,-467000000
254808,BAXTER INTERNATIONAL INC,BAX,US0718131099,11410000000,1779000000,924000000,1757000000,45.21364,0.04747,82.32,41672996178,3223886.59524,-6681000000,507500000,4729000000,-2950000000,-2511000000,2576000000,319000000,8566000000,6374000000,8160000000,-148000000,2141000000,-1398000000,-550000000,439000000,0.41446,0.15592,0.08098,0.11324,1.90152,-563000000
849702,Bayer,BAYN.DE,DE000BAY0017,49055026529,5389108238,4822210020,8613453250,,0.03483,67.2,66018624000,2822464.88095,-19417249123,982257009,29637777405,-26391206136,-17637875511,11529623673,3531006954,36410198900,44150828208,53826890704,-930833191,7699569410,-1495168647,,-8030607813,0.60417,0.10986,0.0983,0.08959,1.7862,-5854500313
71373,BECTON DICKINSON & CO,BDX,US0758871091,16917000000,2351000000,783000000,3907000000,79.72184,0.01451,222.24,66030896442,1505146.04762,-9280000000,280877419,7637000000,-5286000000,-4220000000,4505000000,1630000000,8828000000,18720000000,24022000000,425000000,3610000000,-1528000000,2917000000,306000000,0.45144,0.13897,0.04628,0.0326,4.98978,-1066000000
60362,BED BATH & BEYOND INC,BBBY,US0758961009,9893038000,-560931000,-545022000,-514950000,-16.32755,-0.07083,72.13,9088957040,7805490.07143,-6890068000,123372750,3002970000,-3563901000,-3563901000,-218361000,,3816234000,1724916000,1461090000,229979000,106230000,188400000,-18406000,133214000,0.30354,-0.0567,-0.05509,-0.37302,0.94482,
1161717,BERKLEY W R CORP,WRB,US0844231029,7688426000,991070000,351356000,1748321000,34.42493,0.01286,28.26,11662869367,1444719.88095,,426202313,,,,1117233000,,,2924647000,5845391000,667252000,1320998000,398820000,-317127000,-536518000,,0.1289,0.0457,0.06011,4.97592,
470977,BERRY GLOBAL GROUP INC,BERY,US08579W1036,11720000000,1133000000,593000000,1879000000,11.37992,0.03544,46.83,6762317562,1264639.54762,-9464000000,144101925,2256000000,-1123000000,-822000000,1987000000,70000000,3857000000,10760000000,1869000000,273000000,1609000000,-6134000000,18000000,5189000000,0.19249,0.09667,0.0506,0.31728,3.16863,
71192,BEST BUY CO INC,BBY,US0865161014,43432000000,2153000000,1629000000,5838000000,16.90307,0.09356,105.63,27340439265,2631854.16667,-33601000000,260675000,9831000000,-7678000000,-7678000000,2978000000,681000000,10683000000,1313000000,3778000000,3052000000,5728000000,-450000000,-694000000,-1254000000,0.22635,0.04957,0.03751,0.43118,3.58379,
917697,"BEYOND MEAT, INC.",BYND,US08862E1091,400852000,3795000,-4743000,-129649000,-2045.40334,-0.00916,157.22,9817558407,4205248.07143,-263266000,61705560,137586000,-133791000,-109641000,13799000,0,429343000,50185000,389910000,-99904000,-68964000,-43614000,298222000,58092000,0.34323,0.00947,-0.01183,-0.01216,27.33481,-24150000
71079,BIOGEN INC.,BIIB,US09062X1037,14487300000,7346000000,5926800000,9312800000,8.07158,0.23232,275.37,43594780509,1205110.88095,-1742500000,173725000,12744800000,-5398800000,-2344600000,8021300000,0,8493800000,7423800000,11289200000,-247500000,7070900000,-47300000,-7840100000,-6364100000,0.87972,0.50706,0.4091,0.525,1.5713,-2356000000
