SimFin ID,Company,Ticker,ISIN,Revenues,EBIT,Net income,FCF,P/E,ROA,Price Close,MCAP,Volume (SMA 2m),COGS,Avg. shares basic,Gross Profit,Op. Exp.,SG&A,EBITDA,ST debt,Cur. assets,Debt,Equity,Chg. WC,Op. CF,Inv. CF,Net Cash from Equity,Fin. CF,Gross Margin,Operating Margin,Net Margin,ROE,FCF/Net inc.,R&D
62329,AES CORP,AES,US00130H1059,12953000000,2311000000,-370000000,-2678000000,-30.33514,-0.00891,17.08,11362694739,5901262.16667,-10406000000,659011278,2547000000,-236000000,-236000000,3380000000,,7205000000,26543000000,6047000000,246000000,3037000000,-7003000000,,4363000000,0.19663,0.17841,-0.02856,-0.06119,7.23784,
1242005,"Affirm Holdings, Inc.",AFRM,US00827B1061,1587985000,-1024727000,-985345000,-1149743000,-7.28368,-0.12082,25.01,7345020108,15155587.38095,-183013000,295343466,1404972000,-2429699000,-1224678000,-890093000,,2429227000,5344597000,2534183000,-134975000,12181000,-1653070000,15659000,1349945000,0.88475,-0.6453,-0.6205,-0.38882,1.16684,
62581,AFLAC INC,AFL,US0010551028,18802000000,4954000000,4603000000,,10.88965,0.03524,76.92,47678477400,2295517.07143,,651652000,,,,,,,7087000000,20439000000,-767000000,3196000000,110000000,-2639000000,-3851000000,,0.26348,0.24481,0.22521,,
45846,AGILENT TECHNOLOGIES INC,A,US00846U1016,6994000000,1413000000,1133000000,1566000000,29.93794,0.10614,112.69,33130860000,2034633.88095,-3432000000,301000000,3562000000,-2149000000,-1663000000,1695000000,55000000,4030000000,2789000000,5558000000,-86000000,1704000000,-380000000,-562000000,-1070000000,0.50929,0.20203,0.162,0.20385,1.38217,-486000000
11794922,"agilon health, inc.",AGL,US00857U1079,3669831000,-122196000,-87861000,-221151000,-87.01481,-0.03734,18.57,7619976660,2201306.09524,,411696750,,-3792027000,-275532000,-105135000,5000000,2044843000,41017000,879446000,-94824000,-129327000,-169690000,-220315000,-183457000,,-0.0333,-0.02394,-0.0999,2.51706,
2226695,AGNICO EAGLE MINES LTD,AEM,CA0084741085,1917714000,519556000,310916000,,27.42393,0.05916,49.79,22727407088,1994929.64286,-897712000,171250000,1020002000,-500446000,-119085000,,,901434000,842955000,3385354000,-20465000,696007000,-376156000,20711000,-202606000,0.53188,0.27092,0.16213,0.09184,,-109500000
1214552,"Airbnb, Inc.",ABNB,US0090661010,9087956000,1956248000,2299951000,2616693000,39.35703,0.10855,142.55,90519250000,7485225.45238,-1606270000,626297250,7481686000,-5525438000,-2741682000,2002011000,,20052000000,1989000000,5059000000,523651000,3924261000,-402031000,-2394803000,-1885486000,0.82325,0.21526,0.25308,0.45463,1.13772,-1635023000
69211,AKAMAI TECHNOLOGIES INC,AKAM,US00971T1016,3661094000,659214000,510894000,932873000,33.13641,0.06121,105.59,16589139310,1723376.59524,-1439009000,156376250,2222085000,-1562871000,-1106361000,1233351000,20000000,1718472000,2307481000,4289167000,-22986000,1310604000,-558428000,-767678000,-881923000,0.60695,0.18006,0.13955,0.11911,1.82596,-390333000
132877,ALBEMARLE CORP,ALB,US0126531013,9663225000,2965747000,3918283000,458547000,5.43144,0.20504,181.62,21291675840,1847412.64286,-5783065000,117232250,3880160000,-914413000,-834011000,3309377000,6247000,7454777000,3515536000,10088040000,-1713486000,2642225000,-1975383000,2009000,-237433000,0.40154,0.30691,0.40548,0.38841,0.11703,-80402000
1077533,"Albertsons Companies, Inc.",ACI,US0130911037,78153900000,2055200000,1412400000,929500000,9.02845,0.05471,23.43,13488168342,3620444.78571,-56398400000,544250000,21755500000,-19700300000,-19700300000,3845600000,1243000000,6060000000,14532000000,2000000000,-1387600000,2702000000,-1879900000,,-3850900000,0.27837,0.0263,0.01807,0.7062,0.6581,
367153,Alcoa Corp,AA,US0138721065,10868000000,-163000000,-1474000000,-90000000,-3.58853,-0.10433,28.85,5146962670,5875071.97619,-10183000000,183344581,685000000,-848000000,-214000000,439000000,1000000,4670000000,1809000000,6458000000,-324000000,76000000,-541000000,-149000000,-184000000,0.06303,-0.015,-0.13563,-0.22824,0.06106,-32000000
1202765,Alibaba Group Holding Ltd,BABA,US01609W1027,126797292258,17014912806,10583725627,19125848552,21.56235,0.04132,87.02,224631252500,16761137.85714,-80235847397,2622500000,46561444861,-29546532054,-21263933659,19808523596,1792405803,101992361710,23578334089,164090177464,1967890729,29156661401,-19779038807,,-9578031581,0.36721,0.13419,0.08347,0.0645,1.8071,-8282598394
11794936,"Allegro MicroSystems, Inc.",ALGM,US01749D1054,1034193000,256716000,237960000,154132000,26.72313,0.19282,33.2,6374311356,1457972.09524,-448538000,191537251,585655000,-328939000,-168971000,309879000,,700304000,25000000,1027765000,-74553000,206316000,-124465000,4692000,-17677000,0.56629,0.24823,0.23009,0.23153,0.64772,-159968000
119577,ALLIANT ENERGY CORP,LNT,US0188021085,4182000000,969000000,651000000,-948000000,20.14646,0.03194,52.19,13136223000,1518738.69048,,251300000,,-3384000000,-719000000,1641000000,850000000,1350000000,9036000000,6452000000,-997000000,497000000,-1045000000,101000000,542000000,,0.23171,0.15567,0.1009,-1.45622,
68840,ALLSTATE CORP,ALL,US0200021014,54620000000,-3212000000,-2739000000,-4440000000,-11.24893,-0.02725,111.04,29358976000,1532022.47619,,,,,,-3301000000,,,7949000000,15372000000,-555000000,5349000000,-3492000000,-1330000000,-2214000000,,-0.05881,-0.05015,-0.17818,1.62103,
510248,Ally Financial Inc.,ALLY,US02005N1000,12656000000,6954000000,1715000000,,,0.00894,28.57,8676251880,4612656.95238,,362583000,,,,8281000000,156344000000,,172273000000,13532000000,-2588000000,6247000000,-17263000000,-1650000000,11575000000,,0.54946,0.13551,0.13337,,
18,Alphabet (Google),GOOG,US02079K1079,289531000000,74548000000,60953000000,78766000000,29.90782,0.15913,138.96,1776047760000,22298263.35714,-129028000000,13118678991,160503000000,-85955000000,-43359000000,88885000000,,168788000000,13705000000,267141000000,5394000000,99142000000,-20806000000,-60325000000,-70129000000,0.55436,0.25748,0.21052,0.22817,1.29224,-42596000000
133574,"ALTRIA GROUP, INC.",MO,US02209S1033,24888000000,11592000000,6818000000,14774000000,11.38112,0.18352,43.35,77381463886,7845244.7619,-7473000000,1771412191,17415000000,-5823000000,-2701000000,11823000000,3121000000,4338000000,27195000000,-3777000000,598000000,8803000000,-1926000000,-1214000000,-8586000000,0.69973,0.46577,0.27395,-1.80514,2.16691,
62747,AMAZON COM INC,AMZN,US0231351067,538046000000,17717000000,13072000000,-16039000000,109.85629,0.02737,139.98,1453638461452,53509211.14286,-293072000000,10258903846,244974000000,-227257000000,-57388000000,60435000000,,140482000000,63092000000,168602000000,-16093000000,54754000000,-53667000000,0,-269000000,0.4553,0.03293,0.0243,0.07753,-1.22697,
6475603,Amcor plc,AMCR,JE00BJ1F3079,14694000000,1378000000,1048000000,1396000000,12.99908,0.06164,9.28,13641600000,7265631.88095,-11969000000,1468000000,2725000000,-1347000000,-1246000000,1964000000,93000000,5308000000,6746000000,4090000000,-265000000,1261000000,-309000000,-87000000,-1025000000,0.18545,0.09378,0.07132,0.25623,1.33206,-101000000
68703,AMEREN CORP,AEE,US0236081024,8174000000,1555000000,1116000000,-708000000,18.84341,0.02865,80.68,21186568000,1228772.7381,-2888000000,260650000,5286000000,-3731000000,,3031000000,1679000000,2019000000,16007000000,10826000000,-285000000,2502000000,-3707000000,332000000,1290000000,0.64668,0.19024,0.13653,0.10309,-0.63441,
68568,American Airlines Group Inc.,AAL,US02376R1023,52894000000,4913000000,2634000000,,3.23691,0.03916,13.11,8533875840,23817368.30952,-38368000000,651967500,14526000000,-9613000000,-1906000000,,3874000000,18220000000,34646000000,-4385000000,,4345000000,-1409000000,,-2694000000,0.27462,0.09288,0.0498,-0.60068,,
445654,American Capital Agency Corp,AGNC,US00123Q1040,1528000000,924000000,-86000000,,-69.00227,-0.00142,10.17,6089796000,11453354.88095,,583500000,,-78000000,,,,59285000000,87000000,7878000000,65000000,285000000,268000000,898000000,-1169000000,,0.60471,-0.05628,-0.01092,,
66050,AMERICAN ELECTRIC POWER CO INC,AEP,US0255371017,19470600000,3525000000,1986200000,5718100000,20.81858,0.02069,80.23,41308753723,3099871.52381,-7163800000,515391616,12306800000,-8781800000,37000000,6649900000,7247900000,8041300000,44009900000,24188300000,-734200000,4178900000,-7818300000,91400000,3368900000,0.63207,0.18104,0.10201,0.08211,2.87891,
413080,AMERICAN EXPRESS CO,AXP,US0258161092,57067000000,10619000000,7441000000,16103000000,16.70098,0.03038,159.63,118126200000,2880250.66667,,778500000,,,,12250000000,1583000000,,48308000000,26703000000,3755000000,16396000000,-27542000000,-2566000000,27917000000,,0.18608,0.13039,0.27866,2.16409,
445723,American Homes 4 Rent,AMH,US02665T3068,1565804000,349845000,353746000,,36.56421,0.02825,36.05,13055468242,1990759.47619,-698161000,358791780,867643000,-517798000,-69720000,797923000,,199601000,4378039000,7550245000,26508000,702198000,-554813000,491003000,-7780000,0.55412,0.22343,0.22592,0.04685,,
251769,AMERICAN INTERNATIONAL GROUP INC,AIG,US0268747849,50390000000,13819000000,4474000000,,10.36073,0.00833,61.68,44764540582,2865736.54762,,,,,,18243000000,,,50940000000,46491000000,2383000000,4687000000,-6801000000,-3212000000,2002000000,,0.27424,0.08879,0.09623,,
68339,AMERICAN TOWER CORP /MA/,AMT,US03027X1000,10915400000,2494200000,967400000,2770900000,86.46288,0.01446,179.53,83676599110,1937937.47619,-3274900000,465906500,7640500000,-5146300000,-963800000,5765700000,3205100000,3681400000,38794600000,12007200000,-1055300000,4397200000,-2168200000,4100000,-2241600000,0.69997,0.2285,0.08863,0.08057,2.86428,
6480942,"Americold Realty Trust, Inc.",COLD,US03064D1081,2805383000,171117000,-113254000,106708000,-77.7129,-0.01378,32.65,8809818900,1234441.95238,,270072750,,-2800936000,-233832000,507169000,3313563000,48873000,3645884000,3589759000,-122994000,249522000,-319203000,8235000,47619000,,0.061,-0.04037,-0.03155,-0.9422,
65735,AMGEN INC,AMGN,US0311621009,26582000000,9495000000,7979000000,14116000000,17.51255,0.08839,263.15,140785250000,2527673.21429,-6868000000,531000000,19714000000,-10219000000,-5411000000,13039000000,2167000000,47380000000,61544000000,6781000000,975000000,10800000000,-2593000000,0,20838000000,0.74163,0.3572,0.30017,1.17667,1.76914,-4607000000
693881,"AMKOR TECHNOLOGY, INC.",AMKR,US0316521006,6919362000,689394000,580019000,375931000,9.65427,0.08738,22.84,5610349080,1166078.52381,-5782569000,245169000,1136793000,-447399000,-281076000,1317402000,209969000,2999046000,1185504000,3762859000,-164203000,1059065000,-874896000,5635000,-105910000,0.16429,0.09963,0.08383,0.15414,0.64814,-166323000
65820,AMPHENOL CORP /DE/,APH,US0320951017,12562300000,2589700000,1903800000,3076200000,26.95963,0.12494,43.12,51312800000,4443608.33333,-8529700000,1190300000,4032600000,-1442900000,-1442900000,2991000000,351800000,6321300000,4319200000,7592300000,-31100000,2350100000,-728900000,-354900000,-1461599999,0.32101,0.20615,0.15155,0.25075,1.61582,
65917,ANALOG DEVICES INC,ADI,US0326541051,12836771000,4367754000,3752375000,5157470000,26.07859,0.07604,179.72,90707379800,3412502.2619,-4463454000,544495000,8373317000,-4005563000,-1321208000,6968750000,544710000,4835185000,6982360000,35903746000,-1053552000,4821616000,-1135597000,-3195325000,-4051202000,0.65229,0.34025,0.29231,0.10451,1.37445,-1674608000
11790995,Anheuser-Busch InBev SA/NV,BUD,US03524A1088,46881000000,12516000000,2202000000,13795758760,,0.00816,57.64,115971680000,2110730,-19634000000,1984000000,27247000000,-14731000000,-15369000000,18022421247,1112000000,23186000000,119355521590,84277000000,-2928000000,13298000000,-4620000000,,-10620000000,0.58119,0.26697,0.04697,0.02357,6.2651,
1145420,ANNALY CAPITAL MANAGEMENT INC,NLY,US0357104092,1907431000,528254000,-1965347000,1693723000,-1292.05072,-0.022,20.66,10209454189,3464793.21429,,122910358917,,-245364000,-104644000,549647000,,87883194000,0,12379652000,1123143000,2773227000,16175250000,,-18565537000,,0.27695,-1.03036,-0.15876,-0.86179,
466098,ANTERO RESOURCES Corp,AR,US03674X1063,6511564000,2153466000,1420402000,3273833000,5.61856,0.10318,26.2,8048692400,4784109.71429,,304603500,,-1668053000,-652587000,2834732000,,384728000,1492270000,7068328000,327268000,2062122000,-1106818000,-656049000,-955304000,,0.33071,0.21814,0.20095,2.30486,-5880000
254576,APACHE CORP,APA,US03743Q1085,10042000000,5072000000,1213000000,5412000000,11.14404,0.08324,42.71,13154680000,4231433,,316500000,,-4822000000,-533000000,6327000000,2000000,3218000000,4814000000,3814000000,-731000000,2925000000,-1927000000,,-1098000000,,0.50508,0.12079,0.31804,4.46167,-187000000
1873240,"Apellis Pharmaceuticals, Inc.",APLS,US03753U1060,184534000,-612515000,-657096000,-747616000,-7.74718,-0.71768,47,5351984000,4872192.02381,,111483000,,-775225000,-374910000,-610880000,,892686000,92883000,345403000,-134509000,-622936000,248282000,442613000,386356000,,-3.31925,-3.56084,-1.9024,1.13776,-400315000
10383334,APi Group Corporation,APG,US00187Y1001,6823000000,290000000,80000000,515000000,77.55047,0.01003,17.67,6228675000,1231596.92857,-4999000000,351105707,1824000000,-1534000000,-1534000000,591000000,6000000,2532000000,2764000000,3044000000,-66000000,407000000,-80000000,-45000000,-294000000,0.26733,0.0425,0.01173,0.02628,6.4375,
817726,Apollo Global Management LLC,APO,US03769M1062,4038213000,1154063000,562341000,,95.22105,0.04106,92.06,53302740000,2335038.7619,,581650000,,-271394000,-763080000,,,10994926000,3787643000,4146231000,-1912158000,697781000,-3024925000,,2597252000,,0.28579,0.13925,0.13563,,
111052,APPLE INC,AAPL,US0378331005,383933000000,112226000000,94760000000,127942000000,29.85893,0.28283,177.97,2793704363580,60196871.57143,-217117000000,15898363500,166816000000,-54590000000,-25221000000,123957000000,11209000000,122659000000,109280000000,60274000000,-565000000,113072000000,94000000,-80975000000,-112129000000,0.43449,0.29231,0.24681,1.57215,1.35017,-29369000000
67102,APPLIED MATERIALS INC /DE,AMAT,US0382221051,26543000000,7677000000,6443000000,8769000000,18.342,0.21187,140.27,117546260000,5564390.19048,-14227000000,842500000,12316000000,-4639000000,-1600000000,8185000000,199000000,18879000000,5659000000,15093000000,554000000,8002000000,-1236000000,-2775000000,-3693000000,0.464,0.28923,0.24274,0.42689,1.36101,-3039000000
10383326,AppLovin Corporation,APP,US03831W1080,2880976000,219216000,20098000,696329000,814.30116,0.00367,44.01,16422772876,2950108,-1190891000,367627132,1690085000,-1470869000,-948345000,732723000,33310000,1696268000,3200069000,1517400000,-85460000,856137000,-74916000,-646878000,-859915000,0.58664,0.07609,0.00698,0.01325,34.64668,-522524000
378125,Aptiv PLC,APTV,JE00B783TY65,19272000000,1765000000,894000000,1667000000,30.78871,0.04046,101.39,27517246000,1817860.71429,-16042000000,271477500,3230000000,-1465000000,-1273000000,2583000000,37000000,8072000000,6513000000,9522000000,-184000000,1896000000,-5067000000,-98000000,-216000000,0.1676,0.09158,0.04639,0.09389,1.86465,
361112,Aramark,ARMK,US03852U1060,18342749000,783252000,544472000,821379000,16.56025,0.03536,26.96,9687908578,5531883.80952,-16613664000,334443413,1729085000,-945833000,-405489000,1323596000,110602000,3725877000,7646352000,3559434000,-284827000,566399000,92063000,57762000,-693337000,0.09427,0.0427,0.02968,0.15297,1.50858,
18500276,ArcelorMittal S.A.,MT,US03938L2034,79844000000,10272000000,9302000000,,,0.09838,25.33,20399209742,1971157.64286,-67309000000,,12535000000,-2263000000,-2263000000,,2583000000,37118000000,12159000000,74948000000,78000000,4021000000,-7659000000,-2089000000,3349000000,0.15699,0.12865,0.1165,0.12411,,
445596,Arch Capital Group LTD,ACGL,BMG0450A1053,11788134000,2481810000,2222421000,4519125000,13.29555,0.04127,80.57,29706159000,1747442.64286,,366740946,,,,2580636000,,,2726000000,14643000000,1763640000,4475259000,-4287453000,578000,-68610000,,0.21053,0.18853,0.15177,2.03342,
66997,ARCHER DANIELS MIDLAND CO,ADM,US0394831020,99884000000,4099000000,4147000000,6569000000,10.46923,0.07472,79.19,43158550000,2940975.07143,-92348000000,548250000,7536000000,-3437000000,-3437000000,5134000000,426000000,30686000000,8670000000,25279000000,1921000000,5052000000,-1364000000,-2251000000,-6121000000,0.07545,0.04104,0.04152,0.16405,1.58404,
10383314,Ares Capital Corporation,ARCC,US04010L1035,607000000,583000000,155000000,,,0.01614,19.33,10774133093,2967822.5,,498000000,,-24000000,,,,583000000,7557000000,1912000000,30000000,1582000000,-5047000000,,3545000000,,0.96046,0.25535,0.08107,,
536189,"Arista Networks, Inc.",ANET,US0404132054,5262628000,1900906000,1709446000,1443765000,33.39026,0.20882,46.51,57418641440,11183202.7619,-2095406000,1227238000,3167222000,-1266316000,-457002000,1974821000,,6851557000,0,5857582000,-776632000,983151000,-81285000,-106848000,-136537000,0.60183,0.36121,0.32483,0.29183,0.84458,-809314000
18633363,"ASE Technology Holding Co., Ltd.",ASX,US00215W1009,,,,,,,7.68,33540425487,4966294.90476,,,,,,,,,,,-1206756000,25178816000,-36407801000,-859219000,19460999000,,,,,,
15665002,ASTRAZENECA PLC,AZN,US0463531089,,,,,,,66.63,103263175999,4497359.42857,,,,,,,,,,,,,,,,,,,,,
66790,AT&T INC.,T,US00206R1023,121442000000,24195000000,-8981000000,25134000000,-12.17525,-0.02199,15.09,108346200000,38663656,-49930000000,7246250000,71512000000,-47317000000,-28902000000,42610000000,15268000000,36672000000,143280000000,118045000000,-2462000000,37042000000,-18829000000,-204000000,-11630000000,0.58886,0.19923,-0.07395,-0.07608,-2.79857,
1204607,Atlassian Corp Plc,TEAM,GB00BZ09BD16,3534647000,-345222000,-486761000,174070000,-107.88082,-0.11853,204.88,52733858320,1430127.19048,-633765000,256307000,2900882000,-3246104000,-1376223000,-284299000,37500000,2736364000,999593000,654672000,308556000,868111000,-1258000,-150006000,-148421000,0.8207,-0.09767,-0.13771,-0.74352,-0.35761,-1869881000
591496,AUTOMATIC DATA PROCESSING INC,ADP,US0530151036,18012200000,4507600000,3411900000,4572400000,30.23688,0.06694,247.28,101978272000,1544156.30952,-9953400000,413700000,8058800000,-3551200000,-3551200000,5056900000,,42170600000,2989000000,3509100000,-938700000,4207600000,-2517300000,-1121400000,-15680700000,0.44741,0.25025,0.18942,0.9723,1.34013,
378100,Avago Technologies,AVGO_old,n/a,6824000000,1769000000,1364000000,2808000000,164.51613,0.12878,85,235016138750,24983322.38095,-3271000000,2640000000,3553000000,-1784000000,-486000000,2731000000,46000000,3775000000,3949000000,4714000000,-166000000,2318000000,-241000000,241000000,-1859000000,0.52066,0.25923,0.19988,0.28935,2.05865,-1049000000
1033572,"Avantor, Inc.",AVTR,US05352A1007,7175700000,991300000,422900000,1180600000,34.18767,0.03237,21.42,14441364000,6268913.97619,-4695700000,674975000,2480000000,-1488700000,-1488700000,1396300000,314000000,2499100000,5884300000,5011300000,-199600000,851600000,-85700000,10400000,-772200000,0.34561,0.13815,0.05894,0.08439,2.79168,
702906,Axalta Coating Systems Ltd.,AXTA,BMG0750C1082,5053200000,496200000,227400000,495700000,27.82877,0.03229,27.33,6045396000,2259094.54762,-3548100000,228300000,1505100000,-1008900000,-803400000,780000000,39000000,2689600000,3567900000,1689000000,-199200000,404700000,-105300000,0,-287900000,0.29785,0.0982,0.045,0.13464,2.17986,-71000000
18829762,Azul S.A.,AZUL,US05501U1060,9153357000000,525448000000,420277000000,149942000000,,,8.58,7970520198,1298432.85714,-7059196000000,,2094161000000,-1568713000000,-368663000000,825241000000,,,0,,-444946000000,295500000000,-975842000000,1231275000000,856664000000,0.22879,0.0574,0.04592,,0.35677,
1204713,"Baidu, Inc.",BIDU,US0567521085,18378388974,2364411133,1123284756,-11590980,22.81757,0.02043,134.01,46719236250,2036267.97619,-9500887803,347750000,8877501171,-6513090037,-3048427502,2413895697,2890803687,29175005803,11777999550,33449181146,-1577264771,3873021644,-570187010,-74003943,-949568672,0.48304,0.12865,0.06112,0.03358,2.34848,-3464662534
679135,Baker Hughes Company,BKR,US05722G1004,23305000000,2306000000,1151000000,3486000000,32.23907,0.03189,36.46,36824600000,6847758.2381,-18384000000,1017750000,4921000000,-2615000000,-2615000000,3361000000,797000000,15806000000,6644000000,15262000000,357000000,2815000000,-1548000000,-465000000,-1274000000,0.21116,0.09895,0.04939,0.07542,3.02867,
247618,BALL CORP,BALL,US0584981064,14554000000,1258000000,797000000,-316000000,20.25508,0.03951,51.46,16212915144,1569283.7381,-12066000000,313705750,2488000000,-1230000000,-575000000,1913000000,2245000000,5435000000,9752000000,3905000000,-924000000,1060000000,-894000000,-55000000,295000000,0.17095,0.08644,0.05476,0.2041,-0.39649,
18322821,"Banco Bilbao Vizcaya Argentaria, S.A.",BBVA,US05946K1016,,,,,6.11719,,7.63,46009789383320000,1070921.21429,,,,,,,,,,,,,,,,,,,,,
71941,BANK OF AMERICA CORP /DE/,BAC,US0605051046,100489000000,33321000000,28241000000,,8.60692,0.00904,28.76,231256284000,38703339.16667,,8451600000,,,,33838000000,329644000000,,615717000000,283319000000,-13067000000,44638000000,137871000000,-8639000000,-7848000000,,0.33159,0.28104,0.09968,,
467599,Bank of New York Mellon Corp,BK,US0640581007,17014000000,4569000000,2764000000,9824000000,13.18365,0.00642,44.8,35289766400,4196042.80952,,813384043,,,,6076000000,27604000000,,61438000000,41102000000,3924000000,9589000000,19374000000,-1691000000,-29184000000,,0.26854,0.16245,0.06725,3.55427,
18252579,Barclays PLC,BCS,US06738E2046,,,,,,,7.86,124748471487,8996854.11905,,,,,,,,,,21049000000,,,,,,,,,,,
854462,BASF,BAS.DE,DE000BASF111,92927778507,8288946756,6539812239,8548685346,6.78346,0.06544,48.3,44362535700,2021804.16667,-69517893396,918479000,23409885111,-17363140143,-11611590026,11974993123,3911182632,40083903881,19651977297,48124700690,-1590170896,7228377524,-2592006442,,-6482049279,0.25191,0.0892,0.07038,0.13589,1.30718,-2620142461
185942,"Bath & Body Works, Inc.",BBWI,US0708301041,7447000000,1223000000,705000000,1506000000,11.7061,0.13571,36.09,8262826577,3465911.11905,-4302000000,228672849,3145000000,-1922000000,-1922000000,1467000000,,1893000000,4668000000,-2154000000,149000000,1140000000,-342000000,-44000000,-459000000,0.42232,0.16423,0.09467,-0.3273,2.13617,
254808,BAXTER INTERNATIONAL INC,BAX,US0718131099,15016000000,535000000,-2853000000,857000000,-6.86226,-0.10231,38.73,19597380000,4305701.57143,-9962000000,505500000,5054000000,-4519000000,-3833000000,1831000000,2177000000,8205000000,16483000000,5631000000,-320000000,1559000000,-783000000,61000000,-913000000,0.33657,0.03563,-0.19,-0.50666,-0.30039,-636000000
849702,Bayer,BAYN.DE,DE000BAY0017,52150613369,3965545222,1181547156,7693414315,43.10397,0.00859,51.86,50948301200,1872049.02381,-19894830892,982055000,32255782474,-28292189504,-18117029992,7584746085,5021638286,37256873627,46742063321,37931609812,1534435087,5959630903,1094066051,,-6721002468,0.61851,0.07604,0.02266,0.03115,6.51131,-6396012776
71373,BECTON DICKINSON & CO,BDX,US0758871091,19046000000,2501000000,1580000000,2840000000,48.17089,0.0298,264.57,75750888690,1381965.35714,,287674344,,-8822000000,-4764000000,4783000000,1856000000,8587000000,16782000000,25938000000,-1185000000,2637000000,-2858000000,-500000000,-1509000000,,0.13131,0.08296,0.06091,1.79747,-1256000000
1161717,BERKLEY W R CORP,WRB,US0844231029,11629120000,2236986000,1261536000,4124643000,14.17252,0.03573,43.34,17608868640,1576873.21429,,412532063,,,,2262520000,,,2835810000,6908352000,1591518000,2717020000,-1262637000,-521759000,-937308000,,0.19236,0.10848,0.18261,3.26954,
